PersonId,LastName,UsedFirstName,StraightDisplayName,Gender,LanguageEn,PartyEn,ConstituencyEn,ProvinceEn,TypeOfParliamentarianEn,DateOfBirth,DateOfBirthIsApproximate,CityOfBirthEn,ProvinceOfBirthEn,CountryOfBirthEn,IsCanadianOrigin,DiedInOffice,DateOfDeath,DeceasedOnDuty
8200,Abbott,John Joseph Caldwell,John Joseph Caldwell Abbott,M,,Liberal-Conservative (1887/05/12 - 1893/10/30)|Liberal-Conservative (1881/08/17 - 1887/02/21)|Liberal-Conservative (1880/02/12 - 1881/07/13)|Liberal-Conservative (1867/09/20 - 1874/10/16),Inkerman (1887/05/12 - 1893/10/30)|Argenteuil (1881/08/17 - 1887/02/21)|Argenteuil (1880/02/12 - 1881/07/13)|Argenteuil (1867/09/20 - 1874/10/06),Quebec|Quebec|Quebec|Quebec,MP (1881/08/17 - 1887/02/21)|MP (1880/02/12 - 1881/07/13)|MP (1867/09/20 - 1874/10/06)|Senator (1887/05/12 - 1893/10/30),1821-03-12,False,St. Andrews,,Lower Canada,False,False,1893-10-30,True
1331,Adams,Michael,Michael Adams,M,,Conservative (1867-1942) (1891/03/05 - 1899/01/02),Northumberland (1896/01/07 - 1899/01/02)|Northumberland (1891/03/05 - 1896/01/06),New Brunswick|New Brunswick,MP (1891/03/05 - 1896/01/06)|Senator (1896/01/07 - 1899/01/02),1845-08-13,False,Douglastown,New Brunswick,Canada,False,False,1899-01-02,True
11553,Aikins,James Cox,James Cox Aikins,M,,Liberal-Conservative (1896/01/07 - 1904/08/06)|Liberal-Conservative (1867/10/23 - 1882/05/30),Ontario (1896/01/07 - 1904/08/06)|Ontario (1867/10/23 - 1882/05/30),Ontario|Ontario,Senator (1896/01/07 - 1904/08/06)|Senator (1867/10/23 - 1882/05/30),1823-03-30,False,Toronto Township,,Upper Canada,False,False,1904-08-06,True
8624,Alexande,George,George Alexande,M,,Conservative (1867-1942) (1873/05/30 - 1891/05/29),Woodstock (1873/05/30 - 1891/05/29),Ontario,Senator (1873/05/30 - 1891/05/29),1814-05-21,False,Banffshire,,Scotland,False,False,1903-10-13,False
8444,Allan,George William,George William Allan,M,,Conservative (1867-1942) (1867/10/23 - 1901/07/24),York (1867/10/23 - 1901/07/24),Ontario,Senator (1867/10/23 - 1901/07/24),1822-01-09,False,York,,Upper Canada,False,False,1901-07-24,True
14805,Allan,Henry William,Henry William Allan,M,,Liberal Party of Canada (1891/03/05 - 1896/06/22),Norfolk South (1891/03/05 - 1896/06/22),Ontario,MP (1891/03/05 - 1896/06/22),1843-12-29,False,Niagara,,Canada West,False,False,1913-03-10,False
1319,Allison,David Wright,David Wright Allison,M,,Liberal Party of Canada (1891/03/05 - 1892/02/03)|Liberal Party of Canada (1883/11/26 - 1884/12/09),Lennox (1891/03/05 - 1892/02/03)|Lennox (1883/11/26 - 1884/12/09),Ontario|Ontario,MP (1891/03/05 - 1892/02/03)|MP (1883/11/26 - 1884/12/09),1826-01-01,True,Adolphustown,,Upper Canada,False,False,1906-05-15,False
3866,Almon,William Johnston,William Johnston Almon,M,,Liberal-Conservative (1879/04/15 - 1901/02/19)|Liberal-Conservative (1872/10/12 - 1874/01/21),Halifax (1879/04/15 - 1901/02/19)|Halifax (1872/10/12 - 1874/01/21),Nova Scotia|Nova Scotia,MP (1872/10/12 - 1874/01/21)|Senator (1879/04/15 - 1901/02/19),1816-01-27,False,Halifax,Nova Scotia,Canada,False,False,1901-02-19,True
7828,Amyot,Guillaume,Guillaume Amyot,M,,Nationalist Conservative (1891/03/05 - 1896/03/30)|Nationalist (1887/02/22 - 1891/03/04)|Conservative (1867-1942) (1878/09/17 - 1887/02/21),Bellechasse (1881/03/19 - 1896/03/30),Quebec,MP (1881/03/19 - 1896/03/30),1843-12-10,False,Saint-Gervais,,Canada East,False,True,1896-03-30,True
11603,Angers,Auguste Réal,Auguste Réal Angers,M,,Conservative (1867-1942) (1892/12/16 - 1896/06/10)|Conservative (1867-1942) (1880/02/14 - 1880/11/12),De la Vallière (1892/12/16 - 1896/06/10)|Montmorency (1880/02/14 - 1880/11/12),Quebec|Quebec,MP (1880/02/14 - 1880/11/12)|Senator (1892/12/16 - 1896/06/10),1837-10-04,False,Beauport,,Lower Canada,False,False,1919-04-14,False
3033,Angers,Louis Charles Alphonse,Louis Charles Alphonse Angers,M,,Liberal Party of Canada (1896/01/27 - 1904/11/02),Charlevoix (1896/01/27 - 1904/11/02),Quebec,MP (1896/01/27 - 1904/11/02),1854-01-01,True,La Malbaie,,Canada East,False,False,1929-03-11,False
7820,Armand,Joseph François,Joseph François Armand,M,,Conservative (1867-1942) (1867/10/23 - 1903/01/01),Repentigny (1867/10/23 - 1903/01/01),Quebec,Senator (1867/10/23 - 1903/01/01),1820-12-14,False,Rivière-des-Prairies,,Lower Canada,False,False,1903-01-01,True
8017,Armstrong,James,James Armstrong,M,,Liberal Party of Canada (1882/06/20 - 1893/01/26),Middlesex South (1882/06/20 - 1893/01/26),Ontario,MP (1882/06/20 - 1893/01/26),1830-03-01,False,Queensbury,New Brunswick,Canada,False,True,1893-01-26,True
10922,Arsenault,Joseph Octave,Joseph Octave Arsenault,M,,Conservative (1867-1942) (1895/02/18 - 1897/12/14),Prince Edward Island (1895/02/18 - 1897/12/14),Prince Edward Island,Senator (1895/02/18 - 1897/12/14),1828-08-05,False,Cascumpeque,Prince Edward Island,Canada,False,False,1897-12-14,True
12303,Baillargeon,Pierre,Pierre Baillargeon,M,,Liberal Party of Canada (1874/03/27 - 1891/12/15),Stadacona (1874/03/27 - 1891/12/15),Quebec,Senator (1874/03/27 - 1891/12/15),1812-11-08,False,Île-aux-Grues,,Lower Canada,False,False,1891-12-15,True
9392,Bain,James William,James William Bain,M,,Conservative (1867-1942) (1892/12/13 - 1896/06/22)|Conservative (1867-1942) (1892/02/03 - 1892/11/11)|Conservative (1867-1942) (1885/02/05 - 1891/03/04)|Conservative (1867-1942) (1883/12/27 - 1884/01/15),Soulanges (1892/12/13 - 1896/06/22)|Soulanges (1892/02/03 - 1892/11/11)|Soulanges (1885/02/05 - 1891/03/04)|Soulanges (1883/12/27 - 1884/01/15),Quebec|Quebec|Quebec|Quebec,MP (1892/12/13 - 1896/06/22)|MP (1892/02/03 - 1892/11/11)|MP (1885/02/05 - 1891/03/04)|MP (1883/12/27 - 1884/01/15),1838-06-22,False,Saint-Polycarpe,,Lower Canada,False,False,1909-10-27,False
6201,Bain,Thomas,Thomas Bain,M,,Liberal Party of Canada (1872/10/12 - 1900/11/06),Wentworth South (1896/06/23 - 1900/11/06)|Wentworth North (1872/10/12 - 1896/06/22),Ontario|Ontario,MP (1896/06/23 - 1900/11/06)|MP (1872/10/12 - 1896/06/22),1834-12-14,False,Denny,Stirlingshire,Scotland,False,False,1915-01-18,False
16226,Baird,George Frederick,George Frederick Baird,M,,Conservative (1867-1942) (1892/02/25 - 1896/06/22)|Conservative (1867-1942) (1888/01/18 - 1891/03/04)|Conservative (1867-1942) (1887/02/22 - 1887/11/24),Queen's (1892/02/25 - 1896/06/22)|Queen's (1888/01/18 - 1891/03/04)|Queen's (1887/02/22 - 1887/11/24),New Brunswick|New Brunswick|New Brunswick,MP (1892/02/25 - 1896/06/22)|MP (1888/01/18 - 1891/03/04)|MP (1887/02/22 - 1887/11/24),1851-09-05,False,Wickham,New Brunswick,Canada,False,False,1899-04-29,False
6311,Baird,George Thomas,George Thomas Baird,M,,Conservative (1867-1942) (1895/06/19 - 1917/04/21),Victoria (1895/06/19 - 1917/04/21),New Brunswick,Senator (1895/06/19 - 1917/04/21),1847-11-03,False,Andove,New Brunswick,Canada,False,False,1917-04-21,True
4633,Bake,George Barnard,George Barnard Bake,M,,Liberal-Conservative (1891/03/05 - 1910/02/09)|Liberal-Conservative (1870/07/05 - 1887/02/21),Bedford (1896/01/07 - 1910/02/09)|Missisquoi (1891/03/05 - 1896/01/06)|Missisquoi (1878/09/17 - 1887/02/21)|Missisquoi (1870/07/05 - 1874/01/21),Quebec|Quebec|Quebec|Quebec,MP (1891/03/05 - 1896/01/06)|MP (1878/09/17 - 1887/02/21)|MP (1870/07/05 - 1874/01/21)|Senator (1896/01/07 - 1910/02/09),1834-01-26,False,Dunham,,Lower Canada,False,False,1910-02-09,True
11366,Barnard,Frank Stillman,Frank Stillman Barnard,M,,Conservative (1867-1942) (1888/11/22 - 1902/01/28),Cariboo (1888/11/22 - 1896/06/22),British Columbia,MP (1888/11/22 - 1896/06/22),1856-05-16,False,Toronto,,Canada West,False,False,1936-04-11,False
8149,Barron,John Augustus,John Augustus Barron,M,,Liberal Party of Canada (1887/02/22 - 1891/12/09),Victoria North (1887/02/22 - 1891/12/09),Ontario,MP (1887/02/22 - 1891/12/09),1850-07-11,False,Toronto,Ontario,Canada,False,False,1936-01-08,False
10097,Beausoleil,Cléophas,Cléophas Beausoleil,M,,Liberal Party of Canada (1887/02/22 - 1899/12/01),Berthier (1887/02/22 - 1899/12/01),Quebec,MP (1887/02/22 - 1899/12/01),1845-06-19,False,Saint-Félix-de-Valois,,Canada East,False,False,1904-10-04,False
16716,Béchard,François,François Béchard,M,,Liberal Party of Canada (1867/09/20 - 1897/04/13),De Lorimier (1896/07/17 - 1897/04/13)|St. Johns--Iberville (1896/06/23 - 1896/07/16)|Iberville (1867/09/20 - 1896/06/22),Quebec|Quebec|Quebec,MP (1896/06/23 - 1896/07/16)|MP (1867/09/20 - 1896/06/22)|Senator (1896/07/17 - 1897/04/13),1830-04-18,False,Mount Johnson,,Lower Canada,False,False,1897-04-13,True
2922,Beith,Robert,Robert Beith,M,,Liberal Party of Canada (1907/01/15 - 1922/01/26)|Liberal Party of Canada (1902/01/15 - 1904/11/02)|Liberal Party of Canada (1891/03/05 - 1900/11/06),Bowmanville (1907/01/15 - 1922/01/26)|Durham West (1902/01/15 - 1904/11/02)|Durham West (1891/03/05 - 1900/11/06),Ontario|Ontario|Ontario,MP (1902/01/15 - 1904/11/02)|MP (1891/03/05 - 1900/11/06)|Senator (1907/01/15 - 1922/01/26),1843-05-17,False,Darlington Township,,Canada West,False,False,1922-01-26,True
3185,Bellerose,Joseph Hyacinthe,Joseph Hyacinthe Bellerose,M,,Conservative (1867-1942) (1867/09/20 - 1899/08/13),De Lanaudière (1873/10/07 - 1899/08/13)|Laval (1867/09/20 - 1873/10/06),Quebec|Quebec,MP (1867/09/20 - 1873/10/06)|Senator (1873/10/07 - 1899/08/13),1820-07-12,False,Trois-Rivières,,Lower Canada,False,False,1899-08-13,True
8928,Belley,Louis de Gonzague,Louis de Gonzague Belley,M,,Conservative (1867-1942) (1892/08/16 - 1896/06/22),Chicoutimi--Saguenay (1892/08/16 - 1896/06/23),Quebec,MP (1892/08/16 - 1896/06/23),1863-02-03,False,Saint-Alexis de la Grande Baie,,Canada East,False,False,1930-07-09,False
16002,Bennett,William Humphrey,William Humphrey Bennett,M,,Conservative (1867-1942) (1911/09/21 - 1925/03/15)|Conservative (1867-1942) (1897/02/04 - 1908/10/25)|Conservative (1867-1942) (1892/02/25 - 1897/01/08),Simcoe East (1917/11/13 - 1925/03/15)|Simcoe East (1911/09/21 - 1917/11/12)|Simcoe East (1897/02/04 - 1908/10/25)|Simcoe East (1892/02/25 - 1897/01/08),Ontario|Ontario|Ontario|Ontario,MP (1911/09/21 - 1917/11/12)|MP (1897/02/04 - 1908/10/25)|MP (1892/02/25 - 1897/01/08)|Senator (1917/11/13 - 1925/03/15),1859-12-23,False,Barrie,,Canada West,False,False,1925-03-15,True
3180,Bergeron,Joseph Gédéon Horace,Joseph Gédéon Horace Bergeron,M,,Conservative (1867-1942) (1904/11/03 - 1908/10/25)|Conservative (1867-1942) (1891/03/05 - 1900/11/06)|Independent Conservative (1887/02/22 - 1891/03/04)|Conservative (1867-1942) (1879/01/09 - 1887/02/21),Beauharnois (1904/11/03 - 1908/10/25)|Beauharnois (1879/01/09 - 1900/11/06),Quebec|Quebec,MP (1904/11/03 - 1908/10/25)|MP (1879/01/09 - 1900/11/06),1854-10-13,False,Rigaud,,Canada East,False,False,1917-01-22,False
10821,Bergin,Darby,Darby Bergin,M,,Liberal-Conservative (1880/01/27 - 1896/10/22)|Liberal-Conservative (1878/09/17 - 1879/12/24)|Liberal-Conservative (1872/10/12 - 1874/01/21),Cornwall and Stormont (1882/06/20 - 1896/10/22)|Cornwall (1880/01/27 - 1882/06/19)|Cornwall (1878/09/17 - 1879/12/24)|Cornwall (1872/10/12 - 1874/01/21),Ontario|Ontario|Ontario|Ontario,MP (1882/06/20 - 1896/10/22)|MP (1880/01/27 - 1882/06/19)|MP (1878/09/17 - 1879/12/24)|MP (1872/10/12 - 1874/01/21),1826-09-07,False,Toronto,Ontario,Canada,False,True,1896-10-22,True
