PersonId,LastName,UsedFirstName,StraightDisplayName,Gender,LanguageEn,PartyEn,ConstituencyEn,ProvinceEn,TypeOfParliamentarianEn,DateOfBirth,DateOfBirthIsApproximate,CityOfBirthEn,ProvinceOfBirthEn,CountryOfBirthEn,IsCanadianOrigin,DiedInOffice,DateOfDeath,DeceasedOnDuty
3761,Abbott,Douglas Charles,Douglas Charles Abbott,M,,Liberal Party of Canada (1940/03/26 - 1954/06/30),Saint-Antoine--Westmount (1953/08/10 - 1954/06/30)|St. Antoine--Westmount (1949/06/27 - 1953/08/09)|St. Antoine--Westmount (1940/03/26 - 1949/06/26),Quebec|Quebec|Quebec,MP (1953/08/10 - 1954/06/30)|MP (1949/06/27 - 1953/08/09)|MP (1940/03/26 - 1949/06/26),1899-05-29,False,Lennoxville,Quebec,Canada,False,False,1987-03-15,False
16376,Adamson,Agar Rodney,Agar Rodney Adamson,M,,Progressive Conservative Party (1942/12/11 - 1954/04/08)|Conservative (1867-1942) (1940/03/26 - 1942/12/10),York West (1940/03/26 - 1954/04/08),Ontario,MP (1940/03/26 - 1954/04/08),1901-11-08,False,Toronto,Ontario,Canada,False,True,1954-04-08,True
9980,Anderson,Alexander James,Alexander James Anderson,M,,National Government (1940/03/26 - 1945/06/03)|Conservative (1867-1942) (1925/10/29 - 1940/03/25),High Park (1935/10/14 - 1945/06/03)|Toronto--High Park (1925/10/29 - 1935/10/13),Ontario|Ontario,MP (1935/10/14 - 1945/06/03)|MP (1925/10/29 - 1935/10/13),1863-07-01,False,Adelaide,,Canada West,False,False,1946-06-03,True
12602,Aseltine,Walter Morley,Walter Morley Aseltine,M,,Progressive Conservative Party (1942/12/11 - 1971/03/31)|Conservative (1867-1942) (1933/12/30 - 1942/12/10),Rosetown (1933/12/30 - 1971/03/31),Saskatchewan,Senator (1933/12/30 - 1971/03/31),1886-09-03,False,Napanee,Ontario,Canada,False,False,1971-11-14,False
3154,Authie,Hecto,Hector Authie,M,,Liberal Party of Canada (1940/03/26 - 1945/06/10),Chapleau (1940/03/26 - 1945/06/10),Quebec,MP (1940/03/26 - 1945/06/10),1881-11-04,False,L'Ange-Gardien,Quebec,Canada,False,False,1971-04-14,False
3679,Aylesworth,Allen Bristol,Allen Bristol Aylesworth,M,,Liberal Party of Canada (1923/01/11 - 1952/02/13)|Liberal Party of Canada (1905/11/22 - 1911/09/20),North York (1923/01/11 - 1952/02/13)|York North (1905/11/22 - 1911/09/20),Ontario|Ontario,MP (1905/11/22 - 1911/09/20)|Senator (1923/01/11 - 1952/02/13),1854-11-27,False,Camden Township,,Canada West,False,False,1952-02-13,True
5157,Aylesworth,Wilbert Ross,Wilbert Ross Aylesworth,M,,Progressive Conservative Party (1945/06/11 - 1953/08/09)|National Government (1940/03/26 - 1945/06/10),Frontenac--Addington (1940/03/26 - 1953/08/09),Ontario,MP (1940/03/26 - 1953/08/09),1892-01-01,True,,,,False,False,1973-02-05,False
5729,Ballantyne,Charles Colquhoun,Charles Colquhoun Ballantyne,M,,Progressive Conservative Party (1942/12/11 - 1950/10/19)|Conservative (1867-1942) (1932/02/03 - 1942/12/10)|Unionist (1917/12/17 - 1921/12/05),Alma (1932/02/03 - 1950/10/19)|St. Lawrence--St. George (1917/12/17 - 1921/12/05),Quebec|Quebec,MP (1917/12/17 - 1921/12/05)|Senator (1932/02/03 - 1950/10/19),1867-08-09,False,Colquhoun,Ontario,Canada,False,False,1950-10-19,True
14537,Barnard,George Henry,George Henry Barnard,M,,Conservative (1867-1942) (1908/10/26 - 1945/11/08),Victoria (1917/10/23 - 1945/11/08)|Victoria City (1908/10/26 - 1917/10/22),British Columbia|British Columbia,MP (1908/10/26 - 1917/10/22)|Senator (1917/10/23 - 1945/11/08),1868-10-09,False,Victoria,British Columbia,Canada,False,False,1954-01-13,False
7,Beaubien,Arthur-Lucien,Arthur-Lucien Beaubien,M,,Liberal Party of Canada (1940/01/29 - 1969/02/01)|Liberal Party of Canada (1935/10/14 - 1940/01/28)|Liberal Progressive (1926/09/14 - 1935/10/13)|Progressive (1925/10/29 - 1926/09/13)|Liberal Party of Canada (1921/12/06 - 1925/10/28),Provencher (1940/01/29 - 1969/02/01)|Provencher (1921/12/06 - 1940/01/28),Manitoba|Manitoba,MP (1921/12/06 - 1940/01/28)|Senator (1940/01/29 - 1969/02/01),1879-02-11,False,Arthabaska,Quebec,Canada,False,False,1971-03-21,False
5516,Beaubien,Charles-Philippe,Charles-Philippe Beaubien,M,,Conservative (1867-1942) (1915/12/03 - 1949/01/17),Montarville (1915/12/03 - 1949/01/17),Quebec,Senator (1915/12/03 - 1949/01/17),1870-05-10,False,Montreal,Quebec,Canada,False,False,1949-01-17,True
15096,Beauregard,Elie,Elie Beauregard,M,,Liberal Party of Canada (1940/02/09 - 1954/08/27),Rougemont (1940/02/09 - 1954/08/27),Quebec,Senator (1940/02/09 - 1954/08/27),1884-07-08,False,La Patrie,Quebec,Canada,False,False,1954-08-27,True
16782,Bence,Alfred Henry,Alfred Henry Bence,M,,Conservative (1867-1942) (1940/08/19 - 1945/06/10),Saskatoon City (1940/08/19 - 1945/06/10),Saskatchewan,MP (1940/08/19 - 1945/06/10),1908-10-18,False,Lanigan,Saskatchewan,Canada,False,False,1977-05-27,False
12322,Bench,John Joseph,John Joseph Bench,M,,Liberal Party of Canada (1942/11/19 - 1947/12/09),Lincoln (1942/11/19 - 1947/12/09),Ontario,Senator (1942/11/19 - 1947/12/09),1905-05-01,False,St. Catharines,Ontario,Canada,False,False,1947-12-09,True
