PersonId,LastName,UsedFirstName,StraightDisplayName,Gender,LanguageEn,PartyEn,ConstituencyEn,ProvinceEn,TypeOfParliamentarianEn,DateOfBirth,DateOfBirthIsApproximate,CityOfBirthEn,ProvinceOfBirthEn,CountryOfBirthEn,IsCanadianOrigin,DiedInOffice,DateOfDeath,DeceasedOnDuty
15802,Adams,Willie,Willie Adams,M,English,Liberal Party of Canada (1977/04/05 - 2009/06/22),Nunavut (1999/04/01 - 2009/06/22)|Northwest Territories (1977/04/05 - 1999/03/31),Nunavut|Northwest Territories,Senator (1977/04/05 - 2009/06/22),1934-06-22,False,Fort Chimo,Quebec,Canada,False,False,,
12753,Allmand,William Warren,William Warren Allmand,M,English,Liberal Party of Canada (1965/11/08 - 1997/02/24),Notre-Dame-de-Grâce (1988/11/21 - 1997/02/24)|Notre-Dame-de-Grâce--Lachine East (1984/09/04 - 1988/11/20)|Notre-Dame-de-Grâce (1965/11/08 - 1984/09/03),Quebec|Quebec|Quebec,MP (1988/11/21 - 1997/02/24)|MP (1984/09/04 - 1988/11/20)|MP (1965/11/08 - 1984/09/03),1932-09-19,False,Montreal,Quebec,Canada,False,False,2016-12-07,False
9905,Althouse,Victor Fredrich (Vic),Victor Fredrich (Vic) Althouse,M,English,New Democratic Party (1980/02/18 - 1997/06/01),Mackenzie (1988/11/21 - 1997/06/01)|Humboldt--Lake Centre (1980/02/18 - 1988/11/20),Saskatchewan|Saskatchewan,MP (1988/11/21 - 1997/06/01)|MP (1980/02/18 - 1988/11/20),1937-04-15,False,Wadena,Saskatchewan,Canada,False,False,,
2522,Anderson,Margaret Jean,Margaret Jean Anderson,F,,Liberal Party of Canada (1978/03/23 - 1990/08/07),Northumberland-Miramichi (1978/03/23 - 1990/08/07),New Brunswick,Senator (1978/03/23 - 1990/08/07),1915-08-07,False,Burnt Church,New Brunswick,Canada,False,False,2003-12-08,False
2462,Andre,Harvie,Harvie Andre,M,,Progressive Conservative Party (1972/10/30 - 1993/10/24),Calgary Centre (1972/10/30 - 1993/10/24),Alberta,MP (1972/10/30 - 1993/10/24),1940-07-27,False,Edmonton,Alberta,Canada,False,False,2012-10-21,False
10565,Angus,Iain Francis,Iain Francis Angus,M,,New Democratic Party (1984/09/04 - 1993/10/24),Thunder Bay--Atikokan (1984/09/04 - 1993/10/24),Ontario,MP (1984/09/04 - 1993/10/24),1947-06-01,False,Fort William,Ontario,Canada,False,False,,
13227,Argue,Hazen Robert,Hazen Robert Argue,M,,Liberal Party of Canada (1966/02/24 - 1991/10/02)|Liberal Party of Canada (1962/02/20 - 1963/04/07)|New Democratic Party (1961/08/03 - 1962/02/19)|Co-operative Commonwealth Federation (1945/06/11 - 1961/08/02),Regina (1966/02/24 - 1991/10/02)|Assiniboia (1949/06/27 - 1963/04/07)|Wood Mountain (1945/06/11 - 1949/06/26),Saskatchewan|Saskatchewan|Saskatchewan,MP (1949/06/27 - 1963/04/07)|MP (1945/06/11 - 1949/06/26)|Senator (1966/02/24 - 1991/10/02),1921-01-06,False,Kayville,Saskatchewan,Canada,False,False,1991-10-02,True
7900,Asselin,Martial,Martial Asselin,M,,Progressive Conservative Party (1965/11/08 - 1990/08/07)|Progressive Conservative Party (1958/03/31 - 1962/06/17),Stadacona (1972/09/01 - 1990/08/07)|Charlevoix (1965/11/08 - 1972/08/31)|Charlevoix (1958/03/31 - 1962/06/17),Quebec|Quebec|Quebec,MP (1965/11/08 - 1972/08/31)|MP (1958/03/31 - 1962/06/17)|Senator (1972/09/01 - 1990/08/07),1924-02-03,False,La Malbaie,Quebec,Canada,False,False,2013-01-25,False
9598,Atkins,Norman K.,Norman K. Atkins,M,English,Progressive Conservative Party (1986/06/30 - 2009/06/27),Markham (1986/06/30 - 2009/06/27),Ontario,Senator (1986/06/30 - 2009/06/27),1934-06-27,False,Montclai,New Jersey,United States,False,False,2010-09-28,False
7143,Attewell,Bill,Bill Attewell,M,,Progressive Conservative Party (1984/09/04 - 1993/10/24),Markham--Whitchurch--Stouffville (1989/12/29 - 1993/10/24)|Markham (1988/11/21 - 1989/12/28)|Don Valley East (1984/09/04 - 1988/11/20),Ontario|Ontario|Ontario,MP (1989/12/29 - 1993/10/24)|MP (1988/11/21 - 1989/12/28)|MP (1984/09/04 - 1988/11/20),1932-01-21,False,Toronto,Ontario,Canada,False,False,,
3815,Austin,Jack,Jack Austin,M,English,Liberal Party of Canada (1975/08/19 - 2007/03/02),Vancouver South (1975/08/19 - 2007/03/02),British Columbia,Senator (1975/08/19 - 2007/03/02),1932-03-02,False,Calgary,Alberta,Canada,False,False,,
9704,Axworthy,Lloyd,Lloyd Axworthy,M,English,Liberal Party of Canada (1979/05/22 - 2000/11/26),Winnipeg South Centre (1988/11/21 - 2000/11/26)|Winnipeg--Fort Garry (1979/05/22 - 1988/11/20),Manitoba|Manitoba,MP (1988/11/21 - 2000/11/26)|MP (1979/05/22 - 1988/11/20),1939-12-21,False,North Battleford,Saskatchewan,Canada,False,False,,
15678,Bake,George,George Bake,M,English,Liberal Party of Canada (1972/10/30 - 2017/09/03),Newfoundland and Labrador (2002/03/26 - 2017/09/03)|Gander--Grand Falls (1988/11/21 - 2002/03/25)|Gander--Twillingate (1974/07/08 - 1988/11/20),Newfoundland and Labrador|Newfoundland and Labrador|Newfoundland and Labrado,MP (1988/11/21 - 2002/03/25)|MP (1974/07/08 - 1988/11/20)|Senator (2002/03/26 - 2017/09/03),1942-09-03,False,Green's Harbou,Newfoundland,Canada,False,False,,
620,Balfou,James,James Balfou,M,English,Progressive Conservative Party (1979/09/13 - 1999/12/12)|Progressive Conservative Party (1972/10/30 - 1979/05/21),Regina (1979/09/13 - 1999/12/12)|Regina East (1972/10/30 - 1979/05/21),Saskatchewan|Saskatchewan,MP (1972/10/30 - 1979/05/21)|Senator (1979/09/13 - 1999/12/12),1928-05-22,False,Regina,Saskatchewan,Canada,False,False,1999-12-12,True
7006,Barootes,Efstathios William (Staff),Efstathios William (Staff) Barootes,M,,Progressive Conservative Party (1984/12/21 - 1993/05/25),Regina-Qu'Appelle (1984/12/21 - 1993/05/25),Saskatchewan,Senator (1984/12/21 - 1993/05/25),1918-11-15,False,Winnipeg,Manitoba,Canada,False,False,2000-07-30,False
16606,Barrow,Augustus Irvine,Augustus Irvine Barrow,M,,Liberal Party of Canada (1974/05/08 - 1988/02/15),Halifax-Dartmouth (1974/05/08 - 1988/02/15),Nova Scotia,Senator (1974/05/08 - 1988/02/15),1913-02-15,False,Montreal,Quebec,Canada,False,False,2005-03-17,False
8678,Bazin,Jean,Jean Bazin,M,,Progressive Conservative Party (1986/12/29 - 1989/12/08),De la Durantaye (1986/12/29 - 1989/12/08),Quebec,Senator (1986/12/29 - 1989/12/08),1940-01-31,False,Québec,Quebec,Canada,False,False,,
6947,Beatty,Henry Perrin,Henry Perrin Beatty,M,,Progressive Conservative Party (1972/10/30 - 1993/10/24),Wellington--Grey--Dufferin--Simcoe (1988/11/21 - 1993/10/24)|Wellington--Dufferin--Simcoe (1979/05/22 - 1988/11/20)|Wellington--Grey--Dufferin--Waterloo (1972/10/30 - 1979/05/21),Ontario|Ontario|Ontario,MP (1988/11/21 - 1993/10/24)|MP (1979/05/22 - 1988/11/20)|MP (1972/10/30 - 1979/05/21),1950-06-01,False,Toronto,Ontario,Canada,False,False,,
4396,Beaubien,Louis-Philippe,Louis-Philippe Beaubien,M,,Progressive Conservative Party (1960/11/16 - 1985/03/28),Bedford (1960/11/16 - 1985/03/28),Quebec,Senator (1960/11/16 - 1985/03/28),1903-03-03,False,Montreal,Quebec,Canada,False,False,1985-03-28,True
6086,Beaudoin,Gérald A.,Gérald A. Beaudoin,M,French,Conservative Party of Canada (2004/02/02 - 2004/04/15)|Progressive Conservative Party (1988/09/26 - 2004/02/01),Rigaud (1988/09/26 - 2004/04/15),Quebec,Senator (1988/09/26 - 2004/04/15),1929-04-15,False,Montreal,Quebec,Canada,False,False,2008-09-10,False
14624,Bélisle,Rhéal,Rhéal Bélisle,M,,Progressive Conservative Party (1963/02/04 - 1992/11/03),Sudbury (1963/02/04 - 1992/11/03),Ontario,Senator (1963/02/04 - 1992/11/03),1919-07-03,False,Blezard Valley,Ontario,Canada,False,False,1992-11-03,True
14216,Bell (Heath),Ann Elizabeth Haddon,Ann Elizabeth Haddon Bell (Heath),F,,Independent (1986 - 1989/11/29)|Liberal Party of Canada (1970/10/07 - 1986),Nanaimo-Malaspina (1970/10/07 - 1989/11/29),British Columbia,Senator (1970/10/07 - 1989/11/29),1924-05-26,False,Ottawa,Ontario,Canada,False,False,1989-11-29,True
13896,Belshe,Ross,Ross Belshe,M,,Progressive Conservative Party (1984/09/04 - 1993/10/25),Fraser Valley East (1984/09/04 - 1993/10/24),British Columbia,MP (1984/09/04 - 1993/10/24),1933-01-19,False,Kincaid,Saskatchewan,Canada,False,False,2003-12-12,False
1581,Benidickson,William Moore,William Moore Benidickson,M,,Liberal Party of Canada (1965/07/07 - 1985/01/04)|Liberal Labour Party (1949/06/27 - 1965/07/06)|Liberal Labour Party (1949/06/27 - 1965/07/06)|Liberal Party of Canada (1945/06/11 - 1949/06/26),Kenora-Rainy River (1965/07/07 - 1985/01/04)|Kenora--Rainy River (1945/06/11 - 1965/07/06),Ontario|Ontario,MP (1945/06/11 - 1965/07/06)|Senator (1965/07/07 - 1985/01/04),1911-04-08,False,Dauphin,Manitoba,Canada,False,False,1985-01-04,True
79,Benjamin,Leslie Gordon,Leslie Gordon Benjamin,M,,New Democratic Party (1968/06/25 - 1993/10/24),Regina--Lumsden (1988/11/21 - 1993/10/24)|Regina West (1979/05/22 - 1988/11/20)|Regina--Lake Centre (1968/06/25 - 1979/05/21),Saskatchewan|Saskatchewan|Saskatchewan,MP (1988/11/21 - 1993/10/24)|MP (1979/05/22 - 1988/11/20)|MP (1968/06/25 - 1979/05/21),1925-04-29,False,Medicine Hat,Alberta,Canada,False,False,2003-06-16,False
16035,Berge,David,David Berge,M,,Liberal Party of Canada (1979/05/22 - 1994/12/28),Saint-Henri--Westmount (1988/11/21 - 1994/12/28)|Laurier (1979/05/22 - 1988/11/20),Quebec|Quebec,MP (1988/11/21 - 1994/12/28)|MP (1979/05/22 - 1988/11/20),1950-03-30,False,Ottawa,Ontario,Canada,False,False,,
8839,Bernie,Gilles,Gilles Bernie,M,French,Independent (1993/10/25 - 1997/06/01)|Progressive Conservative Party (1984/09/04 - 1993/10/24),Beauce (1984/09/04 - 1997/06/01),Quebec,MP (1984/09/04 - 1997/06/01),1934-07-15,False,Montreal,Quebec,Canada,False,False,,
3282,Bertrand,Gabrielle,Gabrielle Bertrand,F,,Progressive Conservative Party (1984/09/04 - 1993/10/24),Brome--Missisquoi (1984/09/04 - 1993/10/24),Quebec,MP (1984/09/04 - 1993/10/24),1923-05-15,False,Sweetsburg,Quebec,Canada,False,False,1999-09-10,False
1190,Bielish,Martha Palamarek,Martha Palamarek Bielish,F,,Progressive Conservative Party (1979/09/27 - 1990/09/26),Lakeland (1979/09/27 - 1990/09/26),Alberta,Senator (1979/09/27 - 1990/09/26),1915-10-20,False,Smoky Lake,Alberta,Canada,False,False,2010-05-18,False
8478,Binns,Patrick George,Patrick George Binns,M,,Progressive Conservative Party (1984/09/04 - 1988/11/20),Cardigan (1984/09/04 - 1988/11/20),Prince Edward Island,MP (1984/09/04 - 1988/11/20),1948-10-08,False,Weyburn,Saskatchewan,Canada,False,False,,
15994,Bissonnette,André,André Bissonnette,M,,Progressive Conservative Party (1984/09/04 - 1988/11/20),Saint-Jean (1984/09/04 - 1988/11/20),Quebec,MP (1984/09/04 - 1988/11/20),1945-06-25,False,Saint-Jean-sur-Richelieu,Quebec,Canada,False,False,,
10866,Blackburn,Derek Nigel Ernest,Derek Nigel Ernest Blackburn,M,,New Democratic Party (1971/05/31 - 1993/05/31),Brant (1971/05/31 - 1993/05/31),Ontario,MP (1971/05/31 - 1993/05/31),1934-06-16,False,Sault Ste Marie,Ontario,Canada,False,False,2017-10-12,False
13876,Blackburn,Jean-Pierre,Jean-Pierre Blackburn,M,French,Conservative Party of Canada (2006/01/23 - 2011/05/01)|Progressive Conservative Party (1984/09/04 - 1993/10/24),Jonquière--Alma (2006/01/23 - 2011/05/01)|Jonquière (1984/09/04 - 1993/10/24),Quebec|Quebec,MP (2006/01/23 - 2011/05/01)|MP (1984/09/04 - 1993/10/24),1948-07-06,False,Jonquière,Quebec,Canada,False,False,,
14065,Blaikie,William Alexander (Bill),William Alexander (Bill) Blaikie,M,English,New Democratic Party (1979/05/22 - 2008/10/13),Elmwood--Transcona (2004/06/28 - 2008/10/13)|Winnipeg--Transcona (1997/06/02 - 2004/06/27)|Winnipeg Transcona (1988/11/21 - 1997/06/01)|Winnipeg--Birds Hill (1979/05/22 - 1988/11/20),Manitoba|Manitoba|Manitoba|Manitoba,MP (2004/06/28 - 2008/10/13)|MP (1997/06/02 - 2004/06/27)|MP (1988/11/21 - 1997/06/01)|MP (1979/05/22 - 1988/11/20),1951-06-19,False,Winnipeg,Manitoba,Canada,False,False,,
8631,Blais,Pierre,Pierre Blais,M,,Progressive Conservative Party (1984/09/04 - 1993/10/24),Bellechasse (1984/09/04 - 1993/10/24),Quebec,MP (1984/09/04 - 1993/10/24),1948-12-30,False,Berthier-sur-me,Quebec,Canada,False,False,,
8831,Blais-Grenie,Suzanne,Suzanne Blais-Grenie,F,,Independent (1988/09/21 - 1988/11/20)|Progressive Conservative Party (1984/09/04 - 1988/09/20),Rosemont (1984/09/04 - 1988/11/20),Quebec,MP (1984/09/04 - 1988/11/20),1936-03-02,False,,,,False,False,2017-06-13,False
5921,Blenkarn,Donald Alex,Donald Alex Blenkarn,M,,Progressive Conservative Party (1979/05/22 - 1993/10/24)|Progressive Conservative Party (1972/10/30 - 1974/07/07),Mississauga South (1979/05/22 - 1993/10/24)|Peel South (1972/10/30 - 1974/07/07),Ontario|Ontario,MP (1979/05/22 - 1993/10/24)|MP (1972/10/30 - 1974/07/07),1930-06-17,False,Toronto,Ontario,Canada,False,False,2012-01-30,False
13836,Blouin,Anne,Anne Blouin,F,,Progressive Conservative Party (1984/09/04 - 1988/11/20),Montmorency--Orléans (1984/09/04 - 1988/11/20),Quebec,MP (1984/09/04 - 1988/11/20),1946-09-14,False,Sainte-Anne-de-Beaupré,Quebec,Canada,False,False,,
2542,Bolduc,Roch,Roch Bolduc,M,French,Progressive Conservative Party (1988/09/26 - 2003/09/10),Gulf (1988/09/26 - 2003/09/10),Quebec,Senator (1988/09/26 - 2003/09/10),1928-09-10,False,Saint-Raphaël,Quebec,Canada,False,False,,
15496,Bonnell,M. Lorne,M. Lorne Bonnell,M,English,Liberal Party of Canada (1971/11/04 - 1998/01/04),Murray River (1971/11/04 - 1998/01/04),Prince Edward Island,Senator (1971/11/04 - 1998/01/04),1923-01-04,False,Hopefield,Prince Edward Island,Canada,False,False,2006-10-09,False
464,Bosa,Pete,Peter Bosa,M,English,Liberal Party of Canada (1977/04/05 - 1998/12/10),York-Caboto (1977/04/05 - 1998/12/10),Ontario,Senator (1977/04/05 - 1998/12/10),1927-05-02,False,,Friuli,Italy,False,False,1998-12-10,True
4098,Bosley,John William,John William Bosley,M,,Progressive Conservative Party (1979/05/22 - 1993/10/24),Don Valley West (1979/05/22 - 1993/10/24),Ontario,MP (1979/05/22 - 1993/10/24),1947-05-04,False,Toronto,Ontario,Canada,False,False,,
9129,Bouchard,Benoît,Benoît Bouchard,M,,Progressive Conservative Party (1984/09/04 - 1993/06/17),Roberval (1984/09/04 - 1993/06/17),Quebec,MP (1984/09/04 - 1993/06/17),1940-04-16,False,Roberval,Quebec,Canada,False,False,,
4866,Bouchard,Lucien,Lucien Bouchard,M,,Bloc Québécois (1990/12/22 - 1996/01/15)|Independent (1990/05/22 - 1990/12/21)|Progressive Conservative Party (1988/06/20 - 1990/05/21),Lac-Saint-Jean (1988/06/20 - 1996/01/15),Quebec,MP (1988/06/20 - 1996/01/15),1938-12-22,False,Saint-Coeur-de-Marie,Quebec,Canada,False,False,,
9984,Boudria,Don,Don Boudria,M,"English, French",Liberal Party of Canada (1984/09/04 - 2006/01/23),Glengarry--Prescott--Russell (1984/09/04 - 2006/01/22),Ontario,MP (1984/09/04 - 2006/01/22),1949-08-30,False,Hull,Quebec,Canada,False,False,,
7443,Bourgault,Lise,Lise Bourgault,F,,Progressive Conservative Party (1984/09/04 - 1993/10/24),Argenteuil--Papineau (1984/09/04 - 1993/10/24),Quebec,MP (1984/09/04 - 1993/10/24),1950-06-05,False,Saint-Pamphile,Quebec,Canada,False,False,,
934,Boye,Patrick,Patrick Boye,M,,Progressive Conservative Party (1984/09/04 - 1993/10/24),Etobicoke--Lakeshore (1984/09/04 - 1993/10/24),Ontario,MP (1984/09/04 - 1993/10/24),1945-03-04,False,Bracebridge,Ontario,Canada,False,False,,
14218,Bradley,T.A. Bud,T.A. Bud Bradley,M,,Progressive Conservative Party (1979/05/22 - 1988/11/20),Haldimand--Norfolk (1979/05/22 - 1988/11/20),Ontario,MP (1979/05/22 - 1988/11/20),1938-04-30,False,Niagara Falls,Ontario,Canada,False,False,,
1886,Brightwell,A.H. Harry,A.H. Harry Brightwell,M,,Progressive Conservative Party (1984/09/04 - 1993/10/24),Perth--Wellington--Waterloo (1988/11/21 - 1993/10/24)|Perth (1984/09/04 - 1988/11/20),Ontario|Ontario,MP (1988/11/21 - 1993/10/24)|MP (1984/09/04 - 1988/11/20),1932-08-04,False,Matheson,Ontario,Canada,False,False,,
1302,Brisco,Robert Hylton,Robert Hylton Brisco,M,,Progressive Conservative Party (1984/09/04 - 1988/11/20)|Progressive Conservative Party (1974/07/08 - 1980/02/17),Kootenay West (1984/09/04 - 1988/11/20)|Kootenay West (1974/07/08 - 1980/02/17),British Columbia|British Columbia,MP (1984/09/04 - 1988/11/20)|MP (1974/07/08 - 1980/02/17),1928-12-29,False,Victoria,British Columbia,Canada,False,False,2004-01-04,False
6434,Broadbent,John Edward,John Edward Broadbent,M,English,New Democratic Party (2004/06/28 - 2006/01/22)|New Democratic Party (1968/06/25 - 1989/12/31),Ottawa Centre (2004/06/28 - 2006/01/22)|Oshawa (1979/05/22 - 1989/12/31)|Oshawa--Whitby (1968/06/25 - 1979/05/21),Ontario|Ontario|Ontario,MP (2004/06/28 - 2006/01/22)|MP (1979/05/22 - 1989/12/31)|MP (1968/06/25 - 1979/05/21),1936-03-21,False,Oshawa,Ontario,Canada,False,False,,
