PersonId,LastName,UsedFirstName,StraightDisplayName,Gender,LanguageEn,PartyEn,ConstituencyEn,ProvinceEn,TypeOfParliamentarianEn,DateOfBirth,DateOfBirthIsApproximate,CityOfBirthEn,ProvinceOfBirthEn,CountryOfBirthEn,IsCanadianOrigin,DiedInOffice,DateOfDeath,DeceasedOnDuty
11529,Allan,George William,George William Allan,M,,Unionist (1917/12/17 - 1921/12/05),Winnipeg South (1917/12/17 - 1921/12/05),Manitoba,MP (1917/12/17 - 1921/12/05),1860-08-13,False,Toronto,Ontario,Canada,False,False,1940-12-06,False
13450,Ames,Herbert Brown,Herbert Brown Ames,M,,Unionist (1917/12/17 - 1921/02/14)|Conservative (1867-1942) (1904/11/03 - 1917/12/16),St. Antoine (1904/11/03 - 1921/02/14),Quebec,MP (1904/11/03 - 1921/02/14),1863-06-27,False,Montreal,,Canada East,False,False,1954-03-30,False
10261,Anderson,Robert King,Robert King Anderson,M,,Conservative (1867-1942) (1921/12/06 - 1935/10/14)|Unionist (1917/12/17 - 1921/12/05),Halton (1917/12/17 - 1935/10/14),Ontario,MP (1917/12/17 - 1935/10/14),1861-08-29,False,Trafalgar Township,,Canada West,False,False,1950-07-04,False
5028,Andrews,George William,George William Andrews,M,,Independent (1919/06/02 - 1921/12/05)|Unionist (Liberal) (1917/12/17 - 1919/06/01),Winnipeg Centre (1917/12/17 - 1921/12/05),Manitoba,MP (1917/12/17 - 1921/12/05),1869-09-09,False,Stanton Harcourt,Oxfordshire,England,False,False,1943-11-05,False
5156,Archambault,Joseph,Joseph Archambault,M,,Liberal Party of Canada (1921/12/06 - 1925/10/28)|Opposition (1917/12/17 - 1921/12/05)|Opposition (1918/03/18 - 1921/10/04),Chambly--Verchères (1917/12/17 - 1925/10/28),Quebec,MP (1917/12/17 - 1925/10/28),1879-02-17,False,Montreal,Quebec,Canada,False,False,1964-09-11,False
1352,Argue,Ira Eugene,Ira Eugene Argue,M,,Unionist (1917/12/17 - 1921/12/05),Swift Current (1917/12/17 - 1921/12/05),Saskatchewan,MP (1917/12/17 - 1921/12/05),1865-01-01,True,Victoria County,,Canada West,False,False,1927-08-05,False
16797,Armstrong,John Alexander Macdonald,John Alexander Macdonald Armstrong,M,,Unionist (1917/12/17 - 1921/12/05)|Conservative (1867-1942) (1911/09/21 - 1917/12/16),York North (1911/09/21 - 1921/12/05),Ontario,MP (1911/09/21 - 1921/12/05),1877-11-19,False,King Township,Ontario,Canada,False,False,1926-02-02,False
4882,Armstrong,Joseph Elijah,Joseph Elijah Armstrong,M,,Conservative (1867-1942) (1925/10/29 - 1926/09/13)|Unionist (1917/12/17 - 1921/12/05)|Conservative (1867-1942) (1904/02/16 - 1917/12/16),Lambton East (1925/10/29 - 1926/09/13)|Lambton East (1904/02/16 - 1921/12/05),Ontario|Ontario,MP (1925/10/29 - 1926/09/13)|MP (1904/02/16 - 1921/12/05),1864-11-09,False,York County,,Canada West,False,False,1931-01-31,False
11814,Arthurs,James,James Arthurs,M,,Conservative (1867-1942) (1921/12/06 - 1937/10/07)|Unionist (1917/12/17 - 1921/12/05)|Conservative (1867-1942) (1908/10/26 - 1917/12/16),Ontario (1935/07/20 - 1937/10/07)|Parry Sound (1908/10/26 - 1935/07/19),Ontario|Ontario,MP (1908/10/26 - 1935/07/19)|Senator (1935/07/20 - 1937/10/07),1866-10-04,False,Toronto,,Canada West,False,False,1937-10-07,True
13117,Baldwin,Willis Keith,Willis Keith Baldwin,M,,Liberal Party of Canada (1921/12/06 - 1930/07/27)|Opposition (1917/12/17 - 1921/12/05)|Opposition (1918/03/18 - 1921/10/04),Stanstead (1917/12/17 - 1930/07/27),Quebec,MP (1917/12/17 - 1930/07/27),1857-03-17,False,Baldwin's Mills,,Canada East,False,False,1935-04-19,False
