PersonId,LastName,UsedFirstName,StraightDisplayName,Gender,LanguageEn,PartyEn,ConstituencyEn,ProvinceEn,TypeOfParliamentarianEn,DateOfBirth,DateOfBirthIsApproximate,CityOfBirthEn,ProvinceOfBirthEn,CountryOfBirthEn,IsCanadianOrigin,DiedInOffice,DateOfDeath,DeceasedOnDuty
8200,Abbott,John Joseph Caldwell,John Joseph Caldwell Abbott,M,,Liberal-Conservative (1887/05/12 - 1893/10/30)|Liberal-Conservative (1881/08/17 - 1887/02/21)|Liberal-Conservative (1880/02/12 - 1881/07/13)|Liberal-Conservative (1867/09/20 - 1874/10/16),Inkerman (1887/05/12 - 1893/10/30)|Argenteuil (1881/08/17 - 1887/02/21)|Argenteuil (1880/02/12 - 1881/07/13)|Argenteuil (1867/09/20 - 1874/10/06),Quebec|Quebec|Quebec|Quebec,MP (1881/08/17 - 1887/02/21)|MP (1880/02/12 - 1881/07/13)|MP (1867/09/20 - 1874/10/06)|Senator (1887/05/12 - 1893/10/30),1821-03-12,False,St. Andrews,,Lower Canada,False,False,1893-10-30,True
11553,Aikins,James Cox,James Cox Aikins,M,,Liberal-Conservative (1896/01/07 - 1904/08/06)|Liberal-Conservative (1867/10/23 - 1882/05/30),Ontario (1896/01/07 - 1904/08/06)|Ontario (1867/10/23 - 1882/05/30),Ontario|Ontario,Senator (1896/01/07 - 1904/08/06)|Senator (1867/10/23 - 1882/05/30),1823-03-30,False,Toronto Township,,Upper Canada,False,False,1904-08-06,True
8444,Allan,George William,George William Allan,M,,Conservative (1867-1942) (1867/10/23 - 1901/07/24),York (1867/10/23 - 1901/07/24),Ontario,Senator (1867/10/23 - 1901/07/24),1822-01-09,False,York,,Upper Canada,False,False,1901-07-24,True
2345,Anderson,John Hawkins,John Hawkins Anderson,M,,Liberal Party of Canada (1867/10/23 - 1870/12/24),Nova Scotia (1867/10/23 - 1870/12/24),Nova Scotia,Senator (1867/10/23 - 1870/12/24),1805-01-01,True,,,,False,False,1870-12-24,True
14587,Anglin,Timothy Warren,Timothy Warren Anglin,M,,Liberal Party of Canada (1877/07/02 - 1882/06/19)|Liberal Party of Canada (1867/09/20 - 1877/06/07),Gloucester (1877/07/02 - 1882/06/19)|Gloucester (1867/09/20 - 1877/06/07),New Brunswick|New Brunswick,MP (1877/07/02 - 1882/06/19)|MP (1867/09/20 - 1877/06/07),1822-08-31,False,Clonakilty,County Cork,Ireland,False,False,1896-05-04,False
12562,Archambault,Louis,Louis Archambault,M,,Liberal-Conservative (1867/09/20 - 1874/01/21),L'Assomption (1867/09/20 - 1874/01/21),Quebec,MP (1867/09/20 - 1874/01/21),1814-11-07,False,Longue-Pointe,,Lower Canada,False,False,1890-03-02,False
10428,Archibald,Adams George,Adams George Archibald,M,,Liberal-Conservative (1888/08/15 - 1891/03/04)|Liberal-Conservative (1869/09/09 - 1870/05/19),Colchester (1888/08/15 - 1891/03/05)|Colchester (1869/09/09 - 1870/05/19),Nova Scotia|Nova Scotia,MP (1888/08/15 - 1891/03/05)|MP (1869/09/09 - 1870/05/19),1814-05-03,False,Truro,Nova Scotia,Canada,False,False,1892-12-14,False
5022,Archibald,Thomas Dickson,Thomas Dickson Archibald,M,,Liberal-Conservative (1867/10/23 - 1890/10/18),North Sydney (1867/10/23 - 1890/10/18),Nova Scotia,Senator (1867/10/23 - 1890/10/18),1813-04-08,False,Onslow,Nova Scotia,,False,False,1890-10-18,True
7820,Armand,Joseph François,Joseph François Armand,M,,Conservative (1867-1942) (1867/10/23 - 1903/01/01),Repentigny (1867/10/23 - 1903/01/01),Quebec,Senator (1867/10/23 - 1903/01/01),1820-12-14,False,Rivière-des-Prairies,,Lower Canada,False,False,1903-01-01,True
5290,Ault,Samuel,Samuel Ault,M,,Liberal-Conservative (1867/09/20 - 1872/10/11),Stormont (1867/09/20 - 1872/10/11),Ontario,MP (1867/09/20 - 1872/10/11),1814-01-01,True,Osnabruck,,Upper Canada,False,False,1895-08-28,False
