PersonId,LastName,UsedFirstName,StraightDisplayName,Gender,LanguageEn,PartyEn,ConstituencyEn,ProvinceEn,TypeOfParliamentarianEn,DateOfBirth,DateOfBirthIsApproximate,CityOfBirthEn,ProvinceOfBirthEn,CountryOfBirthEn,IsCanadianOrigin,DiedInOffice,DateOfDeath,DeceasedOnDuty
14025,Abbott,Jim,Jim Abbott,M,English,Conservative Party of Canada (2003/12/23 - 2011/05/01)|Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)|Reform Party of Canada (1993/10/25 - 2000/03/26),Kootenay--Columbia (1997/06/02 - 2011/05/01)|Kootenay East (1993/10/25 - 1997/06/01),British Columbia|British Columbia,MP (1997/06/02 - 2011/05/01)|MP (1993/10/25 - 1997/06/01),1942-08-18,False,Toronto,Ontario,Canada,False,False,,
2003,Ablonczy,Diane,Diane Ablonczy,F,English,Conservative Party of Canada (2003/12/23 - 2015/10/18)|Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)|Reform Party of Canada (1993/10/25 - 2000/03/26),Calgary--Nose Hill (1997/06/02 - 2015/10/18)|Calgary North (1993/10/25 - 1997/06/01),Alberta|Alberta,MP (1997/06/02 - 2015/10/18)|MP (1993/10/25 - 1997/06/01),1949-05-06,False,Peoria,Illinois,United States,False,False,,
14267,Adams,Pete,Peter Adams,M,English,Liberal Party of Canada (1993/10/25 - 2006/01/22),Peterborough (1993/10/25 - 2006/01/22),Ontario,MP (1993/10/25 - 2006/01/22),1936-04-17,False,Ellesmere Port,,United Kingdom,False,False,2018-09-28,False
15802,Adams,Willie,Willie Adams,M,English,Liberal Party of Canada (1977/04/05 - 2009/06/22),Nunavut (1999/04/01 - 2009/06/22)|Northwest Territories (1977/04/05 - 1999/03/31),Nunavut|Northwest Territories,Senator (1977/04/05 - 2009/06/22),1934-06-22,False,Fort Chimo,Quebec,Canada,False,False,,
15850,Alarie,Hélène,Hélène Alarie,F,French,Bloc Québécois (1997/06/02 - 2000/11/26),Louis-Hébert (1997/06/02 - 2000/11/26),Quebec,MP (1997/06/02 - 2000/11/26),1941-06-06,False,La Pocatière,Quebec,Canada,False,False,,
4112,Alcock,Reginald B.,Reginald B. Alcock,M,English,Liberal Party of Canada (1993/10/25 - 2006/01/22),Winnipeg South (1993/10/25 - 2006/01/22),Manitoba,MP (1993/10/25 - 2006/01/22),1948-04-16,False,Winnipeg,Manitoba,Canada,False,False,2011-10-14,False
16591,Anders,Ro,Rob Anders,M,English,Conservative Party of Canada (2003/12/23 - 2015/10/18)|Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)|Reform Party of Canada (1997/06/02 - 2000/03/26),Calgary West (1997/06/02 - 2015/10/18),Alberta,MP (1997/06/02 - 2015/10/18),1972-04-01,False,Winnipeg,Manitoba,Canada,False,False,,
867,Anderson,David,David Anderson,M,English,Liberal Party of Canada (1993/10/25 - 2006/01/22)|Liberal Party of Canada (1968/06/25 - 1972/07/24),Victoria (1993/10/25 - 2006/01/22)|Esquimalt--Saanich (1968/06/25 - 1972/07/24),British Columbia|British Columbia,MP (1993/10/25 - 2006/01/22)|MP (1968/06/25 - 1972/07/24),1937-08-16,False,Victoria,British Columbia,Canada,False,False,,
300,Andreychuk,Raynell,Raynell Andreychuk,F,English,Conservative Party of Canada (2004/02/02 - 2019/08/13)|Progressive Conservative Party (1993/03/11 - 2004/02/01),Saskatchewan (1993/03/11 - 2019/08/13),Saskatchewan,Senator (1993/03/11 - 2019/08/13),1944-08-14,False,Saskatoon,Saskatchewan,Canada,False,False,,
15499,Angus,W. David,W. David Angus,M,English,Conservative Party of Canada (2004/02/02 - 2012/07/21)|Progressive Conservative Party (1993/06/10 - 2004/02/01),Alma (1993/06/10 - 2012/07/21),Quebec,Senator (1993/06/10 - 2012/07/21),1937-07-21,False,Toronto,Ontario,Canada,False,False,,
15735,Assad,Mark Joseph,Mark Joseph Assad,M,French,Liberal Party of Canada (1988/11/21 - 2004/06/27),Gatineau (1997/06/02 - 2004/06/27)|Gatineau--La Lièvre (1988/11/21 - 1997/06/01),Quebec|Quebec,MP (1997/06/02 - 2004/06/27)|MP (1988/11/21 - 1997/06/01),1940-06-14,False,Buckingham,Quebec,Canada,False,False,,
8715,Assadourian,Sarkis,Sarkis Assadourian,M,English,Liberal Party of Canada (1993/10/25 - 2004/06/27),Brampton Centre (1997/06/02 - 2004/06/27)|Don Valley North (1993/10/25 - 1997/06/01),Ontario|Ontario,MP (1997/06/02 - 2004/06/27)|MP (1993/10/25 - 1997/06/01),1948-01-25,False,Aleppo,,Syria,False,False,,
3413,Asselin,Gérard,Gérard Asselin,M,French,Bloc Québécois (1993/10/25 - 2011/05/01),Manicouagan (2004/06/28 - 2011/05/01)|Charlevoix (1993/10/25 - 2004/06/27),Quebec|Quebec,MP (2004/06/28 - 2011/05/01)|MP (1993/10/25 - 2004/06/27),1950-04-19,False,Sainte-Flavie,Quebec,Canada,False,False,2013-02-09,False
9598,Atkins,Norman K.,Norman K. Atkins,M,English,Progressive Conservative Party (1986/06/30 - 2009/06/27),Markham (1986/06/30 - 2009/06/27),Ontario,Senator (1986/06/30 - 2009/06/27),1934-06-27,False,Montclai,New Jersey,United States,False,False,2010-09-28,False
3321,Augustine,Jean,Jean Augustine,F,English,Liberal Party of Canada (1993/10/25 - 2006/01/22),Etobicoke--Lakeshore (1993/10/25 - 2006/01/22),Ontario,MP (1993/10/25 - 2006/01/22),1937-09-09,False,St George's,,Grenada,False,False,,
3815,Austin,Jack,Jack Austin,M,English,Liberal Party of Canada (1975/08/19 - 2007/03/02),Vancouver South (1975/08/19 - 2007/03/02),British Columbia,Senator (1975/08/19 - 2007/03/02),1932-03-02,False,Calgary,Alberta,Canada,False,False,,
13107,Axworthy,Chris,Chris Axworthy,M,English,New Democratic Party (1988/11/21 - 1999/05/13),Saskatoon--Rosetown--Biggar (1997/06/02 - 1999/05/13)|Saskatoon--Clark's Crossing (1988/11/21 - 1997/06/01),Saskatchewan|Saskatchewan,MP (1997/06/02 - 1999/05/13)|MP (1988/11/21 - 1997/06/01),1947-03-10,False,Plymouth,,England,False,False,,
