PersonId,LastName,UsedFirstName,StraightDisplayName,Gender,LanguageEn,PartyEn,ConstituencyEn,ProvinceEn,TypeOfParliamentarianEn,DateOfBirth,DateOfBirthIsApproximate,CityOfBirthEn,ProvinceOfBirthEn,CountryOfBirthEn,IsCanadianOrigin,DiedInOffice,DateOfDeath,DeceasedOnDuty
3761,Abbott,Douglas Charles,Douglas Charles Abbott,M,,Liberal Party of Canada (1940/03/26 - 1954/06/30),Saint-Antoine--Westmount (1953/08/10 - 1954/06/30)|St. Antoine--Westmount (1949/06/27 - 1953/08/09)|St. Antoine--Westmount (1940/03/26 - 1949/06/26),Quebec|Quebec|Quebec,MP (1953/08/10 - 1954/06/30)|MP (1949/06/27 - 1953/08/09)|MP (1940/03/26 - 1949/06/26),1899-05-29,False,Lennoxville,Quebec,Canada,False,False,1987-03-15,False
16376,Adamson,Agar Rodney,Agar Rodney Adamson,M,,Progressive Conservative Party (1942/12/11 - 1954/04/08)|Conservative (1867-1942) (1940/03/26 - 1942/12/10),York West (1940/03/26 - 1954/04/08),Ontario,MP (1940/03/26 - 1954/04/08),1901-11-08,False,Toronto,Ontario,Canada,False,True,1954-04-08,True
5387,Anderson,Raymond Elme,Raymond Elmer Anderson,M,,Liberal Party of Canada (1949/06/27 - 1957/06/09),Norfolk (1949/06/27 - 1957/06/09),Ontario,MP (1949/06/27 - 1957/06/09),1891-07-07,False,County Waterford,Ontario,Canada,False,False,1970-08-06,False
12036,Applewhaite,Edward Turney,Edward Turney Applewhaite,M,,Liberal Party of Canada (1949/06/27 - 1957/06/09),Skeena (1949/06/27 - 1957/06/09),British Columbia,MP (1949/06/27 - 1957/06/09),1898-11-23,False,Nelson,British Columbia,Canada,False,False,1964-09-12,False
13227,Argue,Hazen Robert,Hazen Robert Argue,M,,Liberal Party of Canada (1966/02/24 - 1991/10/02)|Liberal Party of Canada (1962/02/20 - 1963/04/07)|New Democratic Party (1961/08/03 - 1962/02/19)|Co-operative Commonwealth Federation (1945/06/11 - 1961/08/02),Regina (1966/02/24 - 1991/10/02)|Assiniboia (1949/06/27 - 1963/04/07)|Wood Mountain (1945/06/11 - 1949/06/26),Saskatchewan|Saskatchewan|Saskatchewan,MP (1949/06/27 - 1963/04/07)|MP (1945/06/11 - 1949/06/26)|Senator (1966/02/24 - 1991/10/02),1921-01-06,False,Kayville,Saskatchewan,Canada,False,False,1991-10-02,True
15753,Arsenault,Bona,Bona Arsenault,M,,Liberal Party of Canada (1949/06/27 - 1957/06/09)|Independent (1945/06/11 - 1949/06/26),Bonaventure (1945/06/11 - 1957/06/09),Quebec,MP (1945/06/11 - 1957/06/09),1903-10-04,False,Bonaventure,Quebec,Canada,False,False,1993-07-04,False
12602,Aseltine,Walter Morley,Walter Morley Aseltine,M,,Progressive Conservative Party (1942/12/11 - 1971/03/31)|Conservative (1867-1942) (1933/12/30 - 1942/12/10),Rosetown (1933/12/30 - 1971/03/31),Saskatchewan,Senator (1933/12/30 - 1971/03/31),1886-09-03,False,Napanee,Ontario,Canada,False,False,1971-11-14,False
3550,Ashbourne,Thomas Gordon William,Thomas Gordon William Ashbourne,M,,Liberal Party of Canada (1949/06/27 - 1958/03/31),Grand Falls--White Bay--Labrador (1953/08/10 - 1958/03/30)|Grand Falls--White Bay (1949/06/27 - 1953/08/09),Newfoundland and Labrador|Newfoundland and Labrado,MP (1953/08/10 - 1958/03/30)|MP (1949/06/27 - 1953/08/09),1894-12-04,False,Twillingate,Newfoundland,Canada,False,False,1984-03-08,False
3679,Aylesworth,Allen Bristol,Allen Bristol Aylesworth,M,,Liberal Party of Canada (1923/01/11 - 1952/02/13)|Liberal Party of Canada (1905/11/22 - 1911/09/20),North York (1923/01/11 - 1952/02/13)|York North (1905/11/22 - 1911/09/20),Ontario|Ontario,MP (1905/11/22 - 1911/09/20)|Senator (1923/01/11 - 1952/02/13),1854-11-27,False,Camden Township,,Canada West,False,False,1952-02-13,True
5157,Aylesworth,Wilbert Ross,Wilbert Ross Aylesworth,M,,Progressive Conservative Party (1945/06/11 - 1953/08/09)|National Government (1940/03/26 - 1945/06/10),Frontenac--Addington (1940/03/26 - 1953/08/09),Ontario,MP (1940/03/26 - 1953/08/09),1892-01-01,True,,,,False,False,1973-02-05,False
14645,Baird,Alexander Boyd,Alexander Boyd Baird,M,,Liberal Party of Canada (1949/08/17 - 1967/11/23),St. John's (1949/08/17 - 1967/11/23),Newfoundland and Labrado,Senator (1949/08/17 - 1967/11/23),1891-08-31,False,St. John's,Newfoundland,,False,False,1967-11-23,True
2637,Balce,Léon,Léon Balce,M,,Independent (1965/04/07 - 1968/06/24)|Progressive Conservative Party (1949/06/27 - 1965/04/06),Trois-Rivières (1949/06/27 - 1965/11/07),Quebec,MP (1949/06/27 - 1965/11/07),1917-10-13,False,Trois-Rivières,Quebec,Canada,False,False,1991-03-22,False
11980,Balcom,Samuel Rosborough,Samuel Rosborough Balcom,M,,Liberal Party of Canada (1950/06/19 - 1957/06/09),Halifax (1950/06/19 - 1957/06/09),Nova Scotia,MP (1950/06/19 - 1957/06/09),1888-03-24,False,Port Dufferin,Nova Scotia,Canada,False,False,1981-05-04,False
5729,Ballantyne,Charles Colquhoun,Charles Colquhoun Ballantyne,M,,Progressive Conservative Party (1942/12/11 - 1950/10/19)|Conservative (1867-1942) (1932/02/03 - 1942/12/10)|Unionist (1917/12/17 - 1921/12/05),Alma (1932/02/03 - 1950/10/19)|St. Lawrence--St. George (1917/12/17 - 1921/12/05),Quebec|Quebec,MP (1917/12/17 - 1921/12/05)|Senator (1932/02/03 - 1950/10/19),1867-08-09,False,Colquhoun,Ontario,Canada,False,False,1950-10-19,True
