PersonId,LastName,UsedFirstName,StraightDisplayName,Gender,LanguageEn,PartyEn,ConstituencyEn,ProvinceEn,TypeOfParliamentarianEn,DateOfBirth,DateOfBirthIsApproximate,CityOfBirthEn,ProvinceOfBirthEn,CountryOfBirthEn,IsCanadianOrigin,DiedInOffice,DateOfDeath,DeceasedOnDuty
14709,Achim,Honoré,Honoré Achim,M,,Liberal Party of Canada (1917/06/29 - 1917/12/16)|Conservative (1867-1942) (1911/09/21 - 1917/06/28),Labelle (1911/09/21 - 1917/12/16),Quebec,MP (1911/09/21 - 1917/12/16),1881-08-02,False,Montreal,Quebec,Canada,False,False,1950-05-14,False
958,Aikins,James Albert Manning,James Albert Manning Aikins,M,,Conservative (1867-1942) (1911/09/21 - 1915/04/15),Brandon (1911/09/21 - 1915/04/15),Manitoba,MP (1911/09/21 - 1915/04/15),1851-12-10,False,Grahamsville,,Canada West,False,False,1929-03-01,False
2344,Alguire,Duncan Orestes,Duncan Orestes Alguire,M,,Conservative (1867-1942) (1911/09/21 - 1917/12/16),Stormont (1911/09/21 - 1917/12/16),Ontario,MP (1911/09/21 - 1917/12/16),1853-08-13,False,Cornwall Township,,Canada West,False,False,1925-05-04,False
13450,Ames,Herbert Brown,Herbert Brown Ames,M,,Unionist (1917/12/17 - 1921/02/14)|Conservative (1867-1942) (1904/11/03 - 1917/12/16),St. Antoine (1904/11/03 - 1921/02/14),Quebec,MP (1904/11/03 - 1921/02/14),1863-06-27,False,Montreal,,Canada East,False,False,1954-03-30,False
16797,Armstrong,John Alexander Macdonald,John Alexander Macdonald Armstrong,M,,Unionist (1917/12/17 - 1921/12/05)|Conservative (1867-1942) (1911/09/21 - 1917/12/16),York North (1911/09/21 - 1921/12/05),Ontario,MP (1911/09/21 - 1921/12/05),1877-11-19,False,King Township,Ontario,Canada,False,False,1926-02-02,False
4882,Armstrong,Joseph Elijah,Joseph Elijah Armstrong,M,,Conservative (1867-1942) (1925/10/29 - 1926/09/13)|Unionist (1917/12/17 - 1921/12/05)|Conservative (1867-1942) (1904/02/16 - 1917/12/16),Lambton East (1925/10/29 - 1926/09/13)|Lambton East (1904/02/16 - 1921/12/05),Ontario|Ontario,MP (1925/10/29 - 1926/09/13)|MP (1904/02/16 - 1921/12/05),1864-11-09,False,York County,,Canada West,False,False,1931-01-31,False
11814,Arthurs,James,James Arthurs,M,,Conservative (1867-1942) (1921/12/06 - 1937/10/07)|Unionist (1917/12/17 - 1921/12/05)|Conservative (1867-1942) (1908/10/26 - 1917/12/16),Ontario (1935/07/20 - 1937/10/07)|Parry Sound (1908/10/26 - 1935/07/19),Ontario|Ontario,MP (1908/10/26 - 1935/07/19)|Senator (1935/07/20 - 1937/10/07),1866-10-04,False,Toronto,,Canada West,False,False,1937-10-07,True
6311,Baird,George Thomas,George Thomas Baird,M,,Conservative (1867-1942) (1895/06/19 - 1917/04/21),Victoria (1895/06/19 - 1917/04/21),New Brunswick,Senator (1895/06/19 - 1917/04/21),1847-11-03,False,Andove,New Brunswick,Canada,False,False,1917-04-21,True
6527,Bake,George Harold,George Harold Bake,M,,Conservative (1867-1942) (1911/09/21 - 1916/06/02),Brome (1911/09/21 - 1916/06/02),Quebec,MP (1911/09/21 - 1916/06/02),1877-11-04,False,Sweetsburg,Quebec,Canada,False,True,1916-06-02,True
8765,Ball,Robert James,Robert James Ball,M,,Unionist (1917/12/17 - 1921/12/05)|Conservative (1867-1942) (1911/09/21 - 1917/12/16),Grey Southeast (1917/12/17 - 1921/12/05)|Grey South (1911/09/21 - 1917/12/16),Ontario|Ontario,MP (1917/12/17 - 1921/12/05)|MP (1911/09/21 - 1917/12/16),1857-01-15,False,Allan Park,,Canada West,False,False,1928-02-26,False
