PersonId,LastName,UsedFirstName,StraightDisplayName,Gender,LanguageEn,PartyEn,ConstituencyEn,ProvinceEn,TypeOfParliamentarianEn,DateOfBirth,DateOfBirthIsApproximate,CityOfBirthEn,ProvinceOfBirthEn,CountryOfBirthEn,IsCanadianOrigin,DiedInOffice,DateOfDeath,DeceasedOnDuty
8211,Aiken,Gordon Harvey,Gordon Harvey Aiken,M,,Progressive Conservative Party (1957/06/10 - 1972/10/29),Parry Sound--Muskoka (1957/06/10 - 1972/10/29),Ontario,MP (1957/06/10 - 1972/10/29),1918-09-26,False,Ripley,Ontario,Canada,False,False,2000-02-12,False
13818,Aitken,Margaret,Margaret Aitken,F,,Progressive Conservative Party (1953/08/10 - 1962/06/17),York--Humber (1953/08/10 - 1962/06/17),Ontario,MP (1953/08/10 - 1962/06/17),1908-07-03,False,Newcastle,New Brunswick,Canada,False,False,1980-11-19,False
9494,Allard,Maurice,Maurice Allard,M,,Independent Progressive Conservative (1965/11/08 - 1968/03/06)|Progressive Conservative Party (1958/03/31 - 1962/06/17),Sherbrooke (1965/11/08 - 1968/03/06)|Sherbrooke (1958/03/31 - 1962/06/17),Quebec|Quebec,MP (1965/11/08 - 1968/03/06)|MP (1958/03/31 - 1962/06/17),1922-01-02,False,Sherbrooke,Quebec,Canada,False,False,1988-09-14,False
2373,Allmark,Benjamin Graydon,Benjamin Graydon Allmark,M,,Progressive Conservative Party (1958/03/31 - 1962/06/17),Kingston (1958/03/31 - 1962/06/17),Ontario,MP (1958/03/31 - 1962/06/17),1911-06-01,False,Kingston,Ontario,Canada,False,False,2004-01-04,False
4143,Anderson,William,William Anderson,M,,Progressive Conservative Party (1957/06/10 - 1961/06/06),Waterloo South (1957/06/10 - 1961/06/06),Ontario,MP (1957/06/10 - 1961/06/06),1905-08-31,False,Galt,Ontario,Canada,False,True,1961-06-06,True
13227,Argue,Hazen Robert,Hazen Robert Argue,M,,Liberal Party of Canada (1966/02/24 - 1991/10/02)|Liberal Party of Canada (1962/02/20 - 1963/04/07)|New Democratic Party (1961/08/03 - 1962/02/19)|Co-operative Commonwealth Federation (1945/06/11 - 1961/08/02),Regina (1966/02/24 - 1991/10/02)|Assiniboia (1949/06/27 - 1963/04/07)|Wood Mountain (1945/06/11 - 1949/06/26),Saskatchewan|Saskatchewan|Saskatchewan,MP (1949/06/27 - 1963/04/07)|MP (1945/06/11 - 1949/06/26)|Senator (1966/02/24 - 1991/10/02),1921-01-06,False,Kayville,Saskatchewan,Canada,False,False,1991-10-02,True
12602,Aseltine,Walter Morley,Walter Morley Aseltine,M,,Progressive Conservative Party (1942/12/11 - 1971/03/31)|Conservative (1867-1942) (1933/12/30 - 1942/12/10),Rosetown (1933/12/30 - 1971/03/31),Saskatchewan,Senator (1933/12/30 - 1971/03/31),1886-09-03,False,Napanee,Ontario,Canada,False,False,1971-11-14,False
7900,Asselin,Martial,Martial Asselin,M,,Progressive Conservative Party (1965/11/08 - 1990/08/07)|Progressive Conservative Party (1958/03/31 - 1962/06/17),Stadacona (1972/09/01 - 1990/08/07)|Charlevoix (1965/11/08 - 1972/08/31)|Charlevoix (1958/03/31 - 1962/06/17),Quebec|Quebec|Quebec,MP (1965/11/08 - 1972/08/31)|MP (1958/03/31 - 1962/06/17)|Senator (1972/09/01 - 1990/08/07),1924-02-03,False,La Malbaie,Quebec,Canada,False,False,2013-01-25,False
6497,Badanai,Hubert,Hubert Badanai,M,,Liberal Party of Canada (1958/03/31 - 1972/10/29),Fort William (1958/03/31 - 1972/10/29),Ontario,MP (1958/03/31 - 1972/10/29),1895-01-11,False,Azzanox,,Italy,False,False,1986-09-19,False
14645,Baird,Alexander Boyd,Alexander Boyd Baird,M,,Liberal Party of Canada (1949/08/17 - 1967/11/23),St. John's (1949/08/17 - 1967/11/23),Newfoundland and Labrado,Senator (1949/08/17 - 1967/11/23),1891-08-31,False,St. John's,Newfoundland,,False,False,1967-11-23,True
