PersonId,LastName,UsedFirstName,StraightDisplayName,Gender,LanguageEn,PartyEn,ConstituencyEn,ProvinceEn,TypeOfParliamentarianEn,DateOfBirth,DateOfBirthIsApproximate,CityOfBirthEn,ProvinceOfBirthEn,CountryOfBirthEn,IsCanadianOrigin,DiedInOffice,DateOfDeath,DeceasedOnDuty
10261,Anderson,Robert King,Robert King Anderson,M,,Conservative (1867-1942) (1921/12/06 - 1935/10/14)|Unionist (1917/12/17 - 1921/12/05),Halton (1917/12/17 - 1935/10/14),Ontario,MP (1917/12/17 - 1935/10/14),1861-08-29,False,Trafalgar Township,,Canada West,False,False,1950-07-04,False
5156,Archambault,Joseph,Joseph Archambault,M,,Liberal Party of Canada (1921/12/06 - 1925/10/28)|Opposition (1917/12/17 - 1921/12/05)|Opposition (1918/03/18 - 1921/10/04),Chambly--Verchères (1917/12/17 - 1925/10/28),Quebec,MP (1917/12/17 - 1925/10/28),1879-02-17,False,Montreal,Quebec,Canada,False,False,1964-09-11,False
11814,Arthurs,James,James Arthurs,M,,Conservative (1867-1942) (1921/12/06 - 1937/10/07)|Unionist (1917/12/17 - 1921/12/05)|Conservative (1867-1942) (1908/10/26 - 1917/12/16),Ontario (1935/07/20 - 1937/10/07)|Parry Sound (1908/10/26 - 1935/07/19),Ontario|Ontario,MP (1908/10/26 - 1935/07/19)|Senator (1935/07/20 - 1937/10/07),1866-10-04,False,Toronto,,Canada West,False,False,1937-10-07,True
3679,Aylesworth,Allen Bristol,Allen Bristol Aylesworth,M,,Liberal Party of Canada (1923/01/11 - 1952/02/13)|Liberal Party of Canada (1905/11/22 - 1911/09/20),North York (1923/01/11 - 1952/02/13)|York North (1905/11/22 - 1911/09/20),Ontario|Ontario,MP (1905/11/22 - 1911/09/20)|Senator (1923/01/11 - 1952/02/13),1854-11-27,False,Camden Township,,Canada West,False,False,1952-02-13,True
13117,Baldwin,Willis Keith,Willis Keith Baldwin,M,,Liberal Party of Canada (1921/12/06 - 1930/07/27)|Opposition (1917/12/17 - 1921/12/05)|Opposition (1918/03/18 - 1921/10/04),Stanstead (1917/12/17 - 1930/07/27),Quebec,MP (1917/12/17 - 1930/07/27),1857-03-17,False,Baldwin's Mills,,Canada East,False,False,1935-04-19,False
8697,Bancroft,Leland Payson,Leland Payson Bancroft,M,,Liberal Progressive (1926/09/14 - 1930/07/27)|Progressive (1921/12/06 - 1925/10/28),Selkirk (1926/09/14 - 1930/07/28)|Selkirk (1921/12/06 - 1925/10/28),Manitoba|Manitoba,MP (1926/09/14 - 1930/07/28)|MP (1921/12/06 - 1925/10/28),1880-08-06,False,Walton,Nova Scotia,Canada,False,False,1951-02-27,False
14537,Barnard,George Henry,George Henry Barnard,M,,Conservative (1867-1942) (1908/10/26 - 1945/11/08),Victoria (1917/10/23 - 1945/11/08)|Victoria City (1908/10/26 - 1917/10/22),British Columbia|British Columbia,MP (1908/10/26 - 1917/10/22)|Senator (1917/10/23 - 1945/11/08),1868-10-09,False,Victoria,British Columbia,Canada,False,False,1954-01-13,False
17013,Baxte,John Babington Macaulay,John Babington Macaulay Baxte,M,,Conservative (1867-1942) (1921/12/06 - 1925/07/23),St. John--Albert (1921/12/06 - 1925/07/23),New Brunswick,MP (1921/12/06 - 1925/07/23),1868-02-16,False,Saint John,New Brunswick,Canada,False,False,1946-12-27,False
7,Beaubien,Arthur-Lucien,Arthur-Lucien Beaubien,M,,Liberal Party of Canada (1940/01/29 - 1969/02/01)|Liberal Party of Canada (1935/10/14 - 1940/01/28)|Liberal Progressive (1926/09/14 - 1935/10/13)|Progressive (1925/10/29 - 1926/09/13)|Liberal Party of Canada (1921/12/06 - 1925/10/28),Provencher (1940/01/29 - 1969/02/01)|Provencher (1921/12/06 - 1940/01/28),Manitoba|Manitoba,MP (1921/12/06 - 1940/01/28)|Senator (1940/01/29 - 1969/02/01),1879-02-11,False,Arthabaska,Quebec,Canada,False,False,1971-03-21,False
5516,Beaubien,Charles-Philippe,Charles-Philippe Beaubien,M,,Conservative (1867-1942) (1915/12/03 - 1949/01/17),Montarville (1915/12/03 - 1949/01/17),Quebec,Senator (1915/12/03 - 1949/01/17),1870-05-10,False,Montreal,Quebec,Canada,False,False,1949-01-17,True
17090,Béique,Frédéric Liguori,Frédéric Liguori Béique,M,,Liberal Party of Canada (1902/02/07 - 1933/09/12),De Salaberry (1902/02/07 - 1933/09/12),Quebec,Senator (1902/02/07 - 1933/09/12),1845-05-20,False,Saint-Mathias,,Canada East,False,False,1933-09-12,True
