PersonId,LastName,UsedFirstName,StraightDisplayName,Gender,LanguageEn,PartyEn,ConstituencyEn,ProvinceEn,TypeOfParliamentarianEn,DateOfBirth,DateOfBirthIsApproximate,CityOfBirthEn,ProvinceOfBirthEn,CountryOfBirthEn,IsCanadianOrigin,DiedInOffice,DateOfDeath,DeceasedOnDuty
11553,Aikins,James Cox,James Cox Aikins,M,,Liberal-Conservative (1896/01/07 - 1904/08/06)|Liberal-Conservative (1867/10/23 - 1882/05/30),Ontario (1896/01/07 - 1904/08/06)|Ontario (1867/10/23 - 1882/05/30),Ontario|Ontario,Senator (1896/01/07 - 1904/08/06)|Senator (1867/10/23 - 1882/05/30),1823-03-30,False,Toronto Township,,Upper Canada,False,False,1904-08-06,True
10112,Alcorn,George Osca,George Oscar Alcorn,M,,Conservative (1867-1942) (1900/11/07 - 1908/10/25),Prince Edward (1904/11/03 - 1908/10/25)|Prince Edward (1900/11/07 - 1904/11/02),Ontario|Ontario,MP (1904/11/03 - 1908/10/25)|MP (1900/11/07 - 1904/11/02),1850-05-03,False,Lennoxville,,Canada East,False,False,1930-02-16,False
8444,Allan,George William,George William Allan,M,,Conservative (1867-1942) (1867/10/23 - 1901/07/24),York (1867/10/23 - 1901/07/24),Ontario,Senator (1867/10/23 - 1901/07/24),1822-01-09,False,York,,Upper Canada,False,False,1901-07-24,True
3866,Almon,William Johnston,William Johnston Almon,M,,Liberal-Conservative (1879/04/15 - 1901/02/19)|Liberal-Conservative (1872/10/12 - 1874/01/21),Halifax (1879/04/15 - 1901/02/19)|Halifax (1872/10/12 - 1874/01/21),Nova Scotia|Nova Scotia,MP (1872/10/12 - 1874/01/21)|Senator (1879/04/15 - 1901/02/19),1816-01-27,False,Halifax,Nova Scotia,Canada,False,False,1901-02-19,True
3033,Angers,Louis Charles Alphonse,Louis Charles Alphonse Angers,M,,Liberal Party of Canada (1896/01/27 - 1904/11/02),Charlevoix (1896/01/27 - 1904/11/02),Quebec,MP (1896/01/27 - 1904/11/02),1854-01-01,True,La Malbaie,,Canada East,False,False,1929-03-11,False
17029,Archambault,Joseph Éloi,Joseph Éloi Archambault,M,,Liberal Party of Canada (1900/01/18 - 1908/10/25),Berthier (1900/01/18 - 1908/10/25),Quebec,MP (1900/01/18 - 1908/10/25),1861-12-03,False,Saint-Jacques-L'Achigan,,Canada East,False,False,1916-12-23,False
7820,Armand,Joseph François,Joseph François Armand,M,,Conservative (1867-1942) (1867/10/23 - 1903/01/01),Repentigny (1867/10/23 - 1903/01/01),Quebec,Senator (1867/10/23 - 1903/01/01),1820-12-14,False,Rivière-des-Prairies,,Lower Canada,False,False,1903-01-01,True
4882,Armstrong,Joseph Elijah,Joseph Elijah Armstrong,M,,Conservative (1867-1942) (1925/10/29 - 1926/09/13)|Unionist (1917/12/17 - 1921/12/05)|Conservative (1867-1942) (1904/02/16 - 1917/12/16),Lambton East (1925/10/29 - 1926/09/13)|Lambton East (1904/02/16 - 1921/12/05),Ontario|Ontario,MP (1925/10/29 - 1926/09/13)|MP (1904/02/16 - 1921/12/05),1864-11-09,False,York County,,Canada West,False,False,1931-01-31,False
16356,Avery,Melza,Melzar Avery,M,,Conservative (1867-1942) (1902/01/15 - 1908/10/25),Frontenac (1904/11/03 - 1908/10/25)|Addington (1902/01/15 - 1904/11/02),Ontario|Ontario,MP (1904/11/03 - 1908/10/25)|MP (1902/01/15 - 1904/11/02),1854-09-30,False,Junetown,,Canada West,False,False,1939-06-19,False
6311,Baird,George Thomas,George Thomas Baird,M,,Conservative (1867-1942) (1895/06/19 - 1917/04/21),Victoria (1895/06/19 - 1917/04/21),New Brunswick,Senator (1895/06/19 - 1917/04/21),1847-11-03,False,Andove,New Brunswick,Canada,False,False,1917-04-21,True
4633,Bake,George Barnard,George Barnard Bake,M,,Liberal-Conservative (1891/03/05 - 1910/02/09)|Liberal-Conservative (1870/07/05 - 1887/02/21),Bedford (1896/01/07 - 1910/02/09)|Missisquoi (1891/03/05 - 1896/01/06)|Missisquoi (1878/09/17 - 1887/02/21)|Missisquoi (1870/07/05 - 1874/01/21),Quebec|Quebec|Quebec|Quebec,MP (1891/03/05 - 1896/01/06)|MP (1878/09/17 - 1887/02/21)|MP (1870/07/05 - 1874/01/21)|Senator (1896/01/07 - 1910/02/09),1834-01-26,False,Dunham,,Lower Canada,False,False,1910-02-09,True
4252,Ball,Georges,Georges Ball,M,,Conservative (1867-1942) (1900/11/07 - 1904/11/02),Nicolet (1900/11/07 - 1904/11/02),Quebec,MP (1900/11/07 - 1904/11/02),1838-09-11,False,Champlain,,Lower Canada,False,False,1928-05-30,False
9605,Barke,Samuel,Samuel Barke,M,,Conservative (1867-1942) (1896/06/23 - 1915/06/26),Hamilton East (1904/11/03 - 1915/06/26)|Hamilton (1900/11/07 - 1904/11/02),Ontario|Ontario,MP (1904/11/03 - 1915/06/26)|MP (1900/11/07 - 1904/11/02),1839-05-25,False,Kingston,,Upper Canada,False,True,1915-06-26,True
10363,Basinet,Charles,Charles Basinet,M,,Liberal Party of Canada (1896/06/23 - 1904/11/02),Joliette (1896/06/23 - 1904/11/02),Quebec,MP (1896/06/23 - 1904/11/02),1845-07-20,False,Joliette,,Canada East,False,False,1916-03-03,False
17090,Béique,Frédéric Liguori,Frédéric Liguori Béique,M,,Liberal Party of Canada (1902/02/07 - 1933/09/12),De Salaberry (1902/02/07 - 1933/09/12),Quebec,Senator (1902/02/07 - 1933/09/12),1845-05-20,False,Saint-Mathias,,Canada East,False,False,1933-09-12,True
2922,Beith,Robert,Robert Beith,M,,Liberal Party of Canada (1907/01/15 - 1922/01/26)|Liberal Party of Canada (1902/01/15 - 1904/11/02)|Liberal Party of Canada (1891/03/05 - 1900/11/06),Bowmanville (1907/01/15 - 1922/01/26)|Durham West (1902/01/15 - 1904/11/02)|Durham West (1891/03/05 - 1900/11/06),Ontario|Ontario|Ontario,MP (1902/01/15 - 1904/11/02)|MP (1891/03/05 - 1900/11/06)|Senator (1907/01/15 - 1922/01/26),1843-05-17,False,Darlington Township,,Canada West,False,False,1922-01-26,True
8975,Béland,Henri Sévérin,Henri Sévérin Béland,M,,Liberal Party of Canada (1922/01/19 - 1935/04/22)|Liberal Party of Canada (1921/12/06 - 1921/12/28)|Opposition (1917/12/17 - 1921/12/05)|Liberal Party of Canada (1902/01/08 - 1917/12/16),Lauzon (1925/09/05 - 1935/04/22)|Beauce (1922/01/19 - 1925/09/04)|Beauce (1921/12/06 - 1921/12/28)|Beauce (1917/12/17 - 1921/12/05)|Beauce (1902/01/08 - 1917/12/16),Quebec|Quebec|Quebec|Quebec|Quebec,MP (1922/01/19 - 1925/09/04)|MP (1921/12/06 - 1921/12/28)|MP (1917/12/17 - 1921/12/05)|MP (1902/01/08 - 1917/12/16)|Senator (1925/09/05 - 1935/04/22),1869-10-11,False,Louiseville,Quebec,Canada,False,False,1935-04-22,True
