PersonId,LastName,UsedFirstName,StraightDisplayName,Gender,LanguageEn,PartyEn,ConstituencyEn,ProvinceEn,TypeOfParliamentarianEn,DateOfBirth,DateOfBirthIsApproximate,CityOfBirthEn,ProvinceOfBirthEn,CountryOfBirthEn,IsCanadianOrigin,DiedInOffice,DateOfDeath,DeceasedOnDuty
14025,Abbott,Jim,Jim Abbott,M,English,Conservative Party of Canada (2003/12/23 - 2011/05/01)|Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)|Reform Party of Canada (1993/10/25 - 2000/03/26),Kootenay--Columbia (1997/06/02 - 2011/05/01)|Kootenay East (1993/10/25 - 1997/06/01),British Columbia|British Columbia,MP (1997/06/02 - 2011/05/01)|MP (1993/10/25 - 1997/06/01),1942-08-18,False,Toronto,Ontario,Canada,False,False,,
2003,Ablonczy,Diane,Diane Ablonczy,F,English,Conservative Party of Canada (2003/12/23 - 2015/10/18)|Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)|Reform Party of Canada (1993/10/25 - 2000/03/26),Calgary--Nose Hill (1997/06/02 - 2015/10/18)|Calgary North (1993/10/25 - 1997/06/01),Alberta|Alberta,MP (1997/06/02 - 2015/10/18)|MP (1993/10/25 - 1997/06/01),1949-05-06,False,Peoria,Illinois,United States,False,False,,
15802,Adams,Willie,Willie Adams,M,English,Liberal Party of Canada (1977/04/05 - 2009/06/22),Nunavut (1999/04/01 - 2009/06/22)|Northwest Territories (1977/04/05 - 1999/03/31),Nunavut|Northwest Territories,Senator (1977/04/05 - 2009/06/22),1934-06-22,False,Fort Chimo,Quebec,Canada,False,False,,
8324,Aglukkaq,Leona,Leona Aglukkaq,F,English,Conservative Party of Canada (2008/10/14 - 2015/10/18),Nunavut (2008/10/14 - 2015/10/18),Nunavut,MP (2008/10/14 - 2015/10/18),1967-06-28,False,Inuvik,Northwest Territories,Canada,False,False,,
14757,Albrecht,Harold,Harold Albrecht,M,English,Conservative Party of Canada (2006/01/23 - ),Kitchener--Conestoga (2006/01/23 - ),Ontario,MP (2006/01/23 - ),1949-10-15,False,Kitchene,Ontario,Canada,False,False,,
17295,Allen,Malcolm,Malcolm Allen,M,English,New Democratic Party (2008/10/14 - 2015/10/18),Welland (2008/10/14 - 2015/10/18),Ontario,MP (2008/10/14 - 2015/10/18),1953-05-30,False,Glasgow,,Scotland,False,False,,
15626,Allen,Mike,Mike Allen,M,English,Conservative Party of Canada (2006/01/23 - 2015/10/18),Tobique--Mactaquac (2006/01/23 - 2015/10/18),New Brunswick,MP (2006/01/23 - 2015/10/18),1960-11-20,False,Fredericton,New Brunswick,Canada,False,False,,
7873,Allison,Dean,Dean Allison,M,English,Conservative Party of Canada (2004/06/28 - ),Niagara West (2015/10/19 - )|Niagara West--Glanbrook (2004/06/28 - 2015/10/18),Ontario|Ontario,MP (2015/10/19 - )|MP (2004/06/28 - 2015/10/18),1965-02-18,False,London,Ontario,Canada,False,False,,
7490,Ambrose,Rona,Rona Ambrose,F,English,Conservative Party of Canada (2004/06/28 - 2017/07/04),Sturgeon River--Parkland (2015/10/19 - 2017/07/04)|Edmonton--Spruce Grove (2004/06/28 - 2015/10/18),Alberta|Alberta,MP (2015/10/19 - 2017/07/04)|MP (2004/06/28 - 2015/10/18),1969-03-15,False,Valleyview,Alberta,Canada,False,False,,
16591,Anders,Ro,Rob Anders,M,English,Conservative Party of Canada (2003/12/23 - 2015/10/18)|Canadian Reform Conservative Alliance (2000/03/27 - 2003/12/22)|Reform Party of Canada (1997/06/02 - 2000/03/26),Calgary West (1997/06/02 - 2015/10/18),Alberta,MP (1997/06/02 - 2015/10/18),1972-04-01,False,Winnipeg,Manitoba,Canada,False,False,,
8641,Anderson,David,David Anderson,M,English,Conservative Party of Canada (2003/12/23 - )|Canadian Reform Conservative Alliance (2000/11/27 - 2003/12/22),Cypress Hills--Grasslands (2000/11/27 - ),Saskatchewan,MP (2000/11/27 - ),1957-08-15,False,Frontie,Saskatchewan,Canada,False,False,,
93,André,Guy,Guy André,M,French,Bloc Québécois (2004/06/28 - 2011/05/01),Berthier--Maskinongé (2004/06/28 - 2011/05/01),Quebec,MP (2004/06/28 - 2011/05/01),1959-11-17,False,Montreal,Quebec,Canada,False,False,,
17267,Andrews,Scott,Scott Andrews,M,English,Independent (2014/11/05 - 2015/10/18)|Liberal Party of Canada (2008/10/14 - 2014/11/04),Avalon (2008/10/14 - 2015/10/18),Newfoundland and Labrado,MP (2008/10/14 - 2015/10/18),1974-12-28,False,St. John's,Newfoundland and Labrado,Canada,False,False,,
300,Andreychuk,Raynell,Raynell Andreychuk,F,English,Conservative Party of Canada (2004/02/02 - 2019/08/13)|Progressive Conservative Party (1993/03/11 - 2004/02/01),Saskatchewan (1993/03/11 - 2019/08/13),Saskatchewan,Senator (1993/03/11 - 2019/08/13),1944-08-14,False,Saskatoon,Saskatchewan,Canada,False,False,,
7131,Angus,Charlie,Charlie Angus,M,English,New Democratic Party (2004/06/28 - ),Timmins--James Bay (2004/06/28 - ),Ontario,MP (2004/06/28 - ),1962-11-14,False,Timmins,Ontario,Canada,False,False,,
15499,Angus,W. David,W. David Angus,M,English,Conservative Party of Canada (2004/02/02 - 2012/07/21)|Progressive Conservative Party (1993/06/10 - 2004/02/01),Alma (1993/06/10 - 2012/07/21),Quebec,Senator (1993/06/10 - 2012/07/21),1937-07-21,False,Toronto,Ontario,Canada,False,False,,
17761,Armstrong,Scott,Scott Armstrong,M,English,Conservative Party of Canada (2009/11/09 - 2015/10/18),Cumberland--Colchester--Musquodoboit Valley (2009/11/09 - 2015/10/18),Nova Scotia,MP (2009/11/09 - 2015/10/18),1966-07-09,False,Truro,Nova Scotia,Canada,False,False,,
2932,Arthu,André,André Arthu,M,French,Independent (2006/01/23 - 2011/05/01),Portneuf--Jacques-Cartier (2006/01/23 - 2011/05/01),Quebec,MP (2006/01/23 - 2011/05/01),1943-12-21,False,Québec,Quebec,Canada,False,False,,
