PersonId,LastName,UsedFirstName,StraightDisplayName,Gender,LanguageEn,PartyEn,ConstituencyEn,ProvinceEn,TypeOfParliamentarianEn,DateOfBirth,DateOfBirthIsApproximate,CityOfBirthEn,ProvinceOfBirthEn,CountryOfBirthEn,IsCanadianOrigin,DiedInOffice,DateOfDeath,DeceasedOnDuty
4700,Addison,John Hollings,John Hollings Addison,M,,Liberal Party of Canada (1962/06/18 - 1968/06/24),York North (1962/06/18 - 1968/06/24),Ontario,MP (1962/06/18 - 1968/06/24),1929-12-18,False,Toronto,Ontario,Canada,False,False,2010-02-23,False
8211,Aiken,Gordon Harvey,Gordon Harvey Aiken,M,,Progressive Conservative Party (1957/06/10 - 1972/10/29),Parry Sound--Muskoka (1957/06/10 - 1972/10/29),Ontario,MP (1957/06/10 - 1972/10/29),1918-09-26,False,Ripley,Ontario,Canada,False,False,2000-02-12,False
4519,Alkenbrack,Almonte Douglas,Almonte Douglas Alkenbrack,M,,Progressive Conservative Party (1962/06/18 - 1979/05/21),Frontenac--Lennox and Addington (1968/06/25 - 1979/05/21)|Prince Edward--Lennox (1962/06/18 - 1968/06/24),Ontario|Ontario,MP (1968/06/25 - 1979/05/21)|MP (1962/06/18 - 1968/06/24),1912-06-02,False,Rydal Bank,Ontario,Canada,False,False,1998-03-19,False
13227,Argue,Hazen Robert,Hazen Robert Argue,M,,Liberal Party of Canada (1966/02/24 - 1991/10/02)|Liberal Party of Canada (1962/02/20 - 1963/04/07)|New Democratic Party (1961/08/03 - 1962/02/19)|Co-operative Commonwealth Federation (1945/06/11 - 1961/08/02),Regina (1966/02/24 - 1991/10/02)|Assiniboia (1949/06/27 - 1963/04/07)|Wood Mountain (1945/06/11 - 1949/06/26),Saskatchewan|Saskatchewan|Saskatchewan,MP (1949/06/27 - 1963/04/07)|MP (1945/06/11 - 1949/06/26)|Senator (1966/02/24 - 1991/10/02),1921-01-06,False,Kayville,Saskatchewan,Canada,False,False,1991-10-02,True
12602,Aseltine,Walter Morley,Walter Morley Aseltine,M,,Progressive Conservative Party (1942/12/11 - 1971/03/31)|Conservative (1867-1942) (1933/12/30 - 1942/12/10),Rosetown (1933/12/30 - 1971/03/31),Saskatchewan,Senator (1933/12/30 - 1971/03/31),1886-09-03,False,Napanee,Ontario,Canada,False,False,1971-11-14,False
8218,Asselin,Edmund Tobin,Edmund Tobin Asselin,M,,Liberal Party of Canada (1962/06/18 - 1965/11/07),Notre-Dame-de-Grâce (1962/06/18 - 1965/11/07),Quebec,MP (1962/06/18 - 1965/11/07),1920-09-26,False,Bromptonville,Quebec,Canada,False,False,1999-03-24,False
6497,Badanai,Hubert,Hubert Badanai,M,,Liberal Party of Canada (1958/03/31 - 1972/10/29),Fort William (1958/03/31 - 1972/10/29),Ontario,MP (1958/03/31 - 1972/10/29),1895-01-11,False,Azzanox,,Italy,False,False,1986-09-19,False
14645,Baird,Alexander Boyd,Alexander Boyd Baird,M,,Liberal Party of Canada (1949/08/17 - 1967/11/23),St. John's (1949/08/17 - 1967/11/23),Newfoundland and Labrado,Senator (1949/08/17 - 1967/11/23),1891-08-31,False,St. John's,Newfoundland,,False,False,1967-11-23,True
2637,Balce,Léon,Léon Balce,M,,Independent (1965/04/07 - 1968/06/24)|Progressive Conservative Party (1949/06/27 - 1965/04/06),Trois-Rivières (1949/06/27 - 1965/11/07),Quebec,MP (1949/06/27 - 1965/11/07),1917-10-13,False,Trois-Rivières,Quebec,Canada,False,False,1991-03-22,False
5693,Baldwin,Gerald William,Gerald William Baldwin,M,,Progressive Conservative Party (1958/03/31 - 1980/02/18),Peace River (1958/03/31 - 1980/02/17),Alberta,MP (1958/03/31 - 1980/02/17),1907-01-18,False,Palmerston,,New Zealand,False,False,1991-12-16,False
9686,Barnett,Thomas Speakman,Thomas Speakman Barnett,M,,New Democratic Party (1969/04/08 - 1974/07/07)|New Democratic Party (1962/06/18 - 1968/06/24)|Co-operative Commonwealth Federation (1953/08/10 - 1958/03/30),Comox--Alberni (1969/04/08 - 1974/07/07)|Comox--Alberni (1962/06/18 - 1968/06/24)|Comox--Alberni (1953/08/10 - 1958/03/30),British Columbia|British Columbia|British Columbia,MP (1969/04/08 - 1974/07/07)|MP (1962/06/18 - 1968/06/24)|MP (1953/08/10 - 1958/03/30),1909-09-03,False,Red Dee,Alberta,Canada,False,False,2003-06-05,False
2777,Basha,Michael G.,Michael G. Basha,M,,Liberal Party of Canada (1951/01/24 - 1976/11/18),West Coast (1951/01/24 - 1976/11/18),Newfoundland and Labrado,Senator (1951/01/24 - 1976/11/18),1896-01-20,False,Baalbeck,,Lebanon,False,False,1976-11-26,False
5937,Baskin,James William,James William Baskin,M,,Progressive Conservative Party (1957/06/10 - 1963/04/07),Renfrew South (1957/06/10 - 1963/04/07),Ontario,MP (1957/06/10 - 1963/04/07),1920-01-04,False,Norwood,Ontario,Canada,False,False,1999-01-08,False
7201,Batten,Herman Maxwell,Herman Maxwell Batten,M,,Liberal Party of Canada (1953/08/10 - 1968/06/24),Humber--St. George's (1953/08/10 - 1968/06/24),Newfoundland and Labrado,MP (1953/08/10 - 1968/06/24),1909-08-04,False,"Bareneed, Conception Bay",Newfoundland,,False,False,1991-10-17,False
7,Beaubien,Arthur-Lucien,Arthur-Lucien Beaubien,M,,Liberal Party of Canada (1940/01/29 - 1969/02/01)|Liberal Party of Canada (1935/10/14 - 1940/01/28)|Liberal Progressive (1926/09/14 - 1935/10/13)|Progressive (1925/10/29 - 1926/09/13)|Liberal Party of Canada (1921/12/06 - 1925/10/28),Provencher (1940/01/29 - 1969/02/01)|Provencher (1921/12/06 - 1940/01/28),Manitoba|Manitoba,MP (1921/12/06 - 1940/01/28)|Senator (1940/01/29 - 1969/02/01),1879-02-11,False,Arthabaska,Quebec,Canada,False,False,1971-03-21,False
4396,Beaubien,Louis-Philippe,Louis-Philippe Beaubien,M,,Progressive Conservative Party (1960/11/16 - 1985/03/28),Bedford (1960/11/16 - 1985/03/28),Quebec,Senator (1960/11/16 - 1985/03/28),1903-03-03,False,Montreal,Quebec,Canada,False,False,1985-03-28,True
13259,Beaulé,Jean Robert,Jean Robert Beaulé,M,,Ralliement des créditistes (1963/09/01 - 1965/11/07)|Social Credit Party of Canada (1962/06/18 - 1963/08/31),Quebec East (1962/06/18 - 1965/11/07),Quebec,MP (1962/06/18 - 1965/11/07),1927-06-17,False,Capreol,Ontario,Canada,False,False,2005-01-09,False
13052,Béchard,Albert,Albert Béchard,M,,Liberal Party of Canada (1962/06/18 - 1979/05/21),Bonaventure--Îles-de-la-Madeleine (1972/10/30 - 1979/05/21)|Bonaventure (1962/06/18 - 1972/10/29),Quebec|Quebec,MP (1972/10/30 - 1979/05/21)|MP (1962/06/18 - 1972/10/29),1922-11-18,False,Saint-Alexis-de-Matapédia,Quebec,Canada,False,False,2002-04-28,False
2749,Bee,Bruce Silas,Bruce Silas Bee,M,,Liberal Party of Canada (1962/06/18 - 1972/10/29),Peel--Dufferin--Simcoe (1968/06/25 - 1972/10/29)|Peel (1962/06/18 - 1968/06/24),Ontario|Ontario,MP (1968/06/25 - 1972/10/29)|MP (1962/06/18 - 1968/06/24),1910-08-19,False,Bethany,Ontario,Canada,False,False,1998-01-12,False
13677,Bélange,Louis-Philippe-Antoine,Louis-Philippe-Antoine Bélange,M,,Ralliement des créditistes (1963/09/01 - 1965/11/07)|Social Credit Party of Canada (1962/06/18 - 1963/08/31),Charlevoix (1962/06/18 - 1965/11/07),Quebec,MP (1962/06/18 - 1965/11/07),1907-04-17,False,Saint-Damase-de-l'Islet,Quebec,Canada,False,False,1989-06-14,False
14624,Bélisle,Rhéal,Rhéal Bélisle,M,,Progressive Conservative Party (1963/02/04 - 1992/11/03),Sudbury (1963/02/04 - 1992/11/03),Ontario,Senator (1963/02/04 - 1992/11/03),1919-07-03,False,Blezard Valley,Ontario,Canada,False,False,1992-11-03,True
3689,Bell,Richard Albert,Richard Albert Bell,M,,Progressive Conservative Party (1965/11/08 - 1968/06/24)|Progressive Conservative Party (1957/06/10 - 1963/04/07),Carleton (1965/11/08 - 1968/06/24)|Carleton (1957/06/10 - 1963/04/07),Ontario|Ontario,MP (1965/11/08 - 1968/06/24)|MP (1957/06/10 - 1963/04/07),1913-09-04,False,Britannia Bay,Ontario,Canada,False,False,1988-03-20,False
