PersonId,LastName,UsedFirstName,StraightDisplayName,Gender,LanguageEn,PartyEn,ConstituencyEn,ProvinceEn,TypeOfParliamentarianEn,DateOfBirth,DateOfBirthIsApproximate,CityOfBirthEn,ProvinceOfBirthEn,CountryOfBirthEn,IsCanadianOrigin,DiedInOffice,DateOfDeath,DeceasedOnDuty
8200,Abbott,John Joseph Caldwell,John Joseph Caldwell Abbott,M,,Liberal-Conservative (1887/05/12 - 1893/10/30)|Liberal-Conservative (1881/08/17 - 1887/02/21)|Liberal-Conservative (1880/02/12 - 1881/07/13)|Liberal-Conservative (1867/09/20 - 1874/10/16),Inkerman (1887/05/12 - 1893/10/30)|Argenteuil (1881/08/17 - 1887/02/21)|Argenteuil (1880/02/12 - 1881/07/13)|Argenteuil (1867/09/20 - 1874/10/06),Quebec|Quebec|Quebec|Quebec,MP (1881/08/17 - 1887/02/21)|MP (1880/02/12 - 1881/07/13)|MP (1867/09/20 - 1874/10/06)|Senator (1887/05/12 - 1893/10/30),1821-03-12,False,St. Andrews,,Lower Canada,False,False,1893-10-30,True
8624,Alexande,George,George Alexande,M,,Conservative (1867-1942) (1873/05/30 - 1891/05/29),Woodstock (1873/05/30 - 1891/05/29),Ontario,Senator (1873/05/30 - 1891/05/29),1814-05-21,False,Banffshire,,Scotland,False,False,1903-10-13,False
8444,Allan,George William,George William Allan,M,,Conservative (1867-1942) (1867/10/23 - 1901/07/24),York (1867/10/23 - 1901/07/24),Ontario,Senator (1867/10/23 - 1901/07/24),1822-01-09,False,York,,Upper Canada,False,False,1901-07-24,True
16354,Allen,Benjamin,Benjamin Allen,M,,Liberal Party of Canada (1882/06/20 - 1887/02/21),Grey North (1882/06/20 - 1887/02/21),Ontario,MP (1882/06/20 - 1887/02/21),1830-01-01,True,Sligo,,Ireland,False,False,1912-12-23,False
1319,Allison,David Wright,David Wright Allison,M,,Liberal Party of Canada (1891/03/05 - 1892/02/03)|Liberal Party of Canada (1883/11/26 - 1884/12/09),Lennox (1891/03/05 - 1892/02/03)|Lennox (1883/11/26 - 1884/12/09),Ontario|Ontario,MP (1891/03/05 - 1892/02/03)|MP (1883/11/26 - 1884/12/09),1826-01-01,True,Adolphustown,,Upper Canada,False,False,1906-05-15,False
13869,Allison,William Henry,William Henry Allison,M,,Conservative (1867-1942) (1878/09/17 - 1887/02/21),Hants (1878/09/17 - 1887/02/21),Nova Scotia,MP (1878/09/17 - 1887/02/21),1838-06-14,False,Newport,Nova Scotia,Canada,False,False,1934-12-15,False
3866,Almon,William Johnston,William Johnston Almon,M,,Liberal-Conservative (1879/04/15 - 1901/02/19)|Liberal-Conservative (1872/10/12 - 1874/01/21),Halifax (1879/04/15 - 1901/02/19)|Halifax (1872/10/12 - 1874/01/21),Nova Scotia|Nova Scotia,MP (1872/10/12 - 1874/01/21)|Senator (1879/04/15 - 1901/02/19),1816-01-27,False,Halifax,Nova Scotia,Canada,False,False,1901-02-19,True
7828,Amyot,Guillaume,Guillaume Amyot,M,,Nationalist Conservative (1891/03/05 - 1896/03/30)|Nationalist (1887/02/22 - 1891/03/04)|Conservative (1867-1942) (1878/09/17 - 1887/02/21),Bellechasse (1881/03/19 - 1896/03/30),Quebec,MP (1881/03/19 - 1896/03/30),1843-12-10,False,Saint-Gervais,,Canada East,False,True,1896-03-30,True
5022,Archibald,Thomas Dickson,Thomas Dickson Archibald,M,,Liberal-Conservative (1867/10/23 - 1890/10/18),North Sydney (1867/10/23 - 1890/10/18),Nova Scotia,Senator (1867/10/23 - 1890/10/18),1813-04-08,False,Onslow,Nova Scotia,,False,False,1890-10-18,True
7820,Armand,Joseph François,Joseph François Armand,M,,Conservative (1867-1942) (1867/10/23 - 1903/01/01),Repentigny (1867/10/23 - 1903/01/01),Quebec,Senator (1867/10/23 - 1903/01/01),1820-12-14,False,Rivière-des-Prairies,,Lower Canada,False,False,1903-01-01,True
8017,Armstrong,James,James Armstrong,M,,Liberal Party of Canada (1882/06/20 - 1893/01/26),Middlesex South (1882/06/20 - 1893/01/26),Ontario,MP (1882/06/20 - 1893/01/26),1830-03-01,False,Queensbury,New Brunswick,Canada,False,True,1893-01-26,True
15342,Auge,Michel,Michel Auge,M,,Independent Liberal (1882/06/20 - 1887/02/21),Shefford (1882/06/20 - 1887/02/21),Quebec,MP (1882/06/20 - 1887/02/21),1830-11-18,False,Sainte-Pie,,Lower Canada,False,False,1909-05-12,False
12303,Baillargeon,Pierre,Pierre Baillargeon,M,,Liberal Party of Canada (1874/03/27 - 1891/12/15),Stadacona (1874/03/27 - 1891/12/15),Quebec,Senator (1874/03/27 - 1891/12/15),1812-11-08,False,Île-aux-Grues,,Lower Canada,False,False,1891-12-15,True
