PersonId,LastName,UsedFirstName,StraightDisplayName,Gender,LanguageEn,PartyEn,ConstituencyEn,ProvinceEn,TypeOfParliamentarianEn,DateOfBirth,DateOfBirthIsApproximate,CityOfBirthEn,ProvinceOfBirthEn,CountryOfBirthEn,IsCanadianOrigin,DiedInOffice,DateOfDeath,DeceasedOnDuty
8200,Abbott,John Joseph Caldwell,John Joseph Caldwell Abbott,M,,Liberal-Conservative (1887/05/12 - 1893/10/30)|Liberal-Conservative (1881/08/17 - 1887/02/21)|Liberal-Conservative (1880/02/12 - 1881/07/13)|Liberal-Conservative (1867/09/20 - 1874/10/16),Inkerman (1887/05/12 - 1893/10/30)|Argenteuil (1881/08/17 - 1887/02/21)|Argenteuil (1880/02/12 - 1881/07/13)|Argenteuil (1867/09/20 - 1874/10/06),Quebec|Quebec|Quebec|Quebec,MP (1881/08/17 - 1887/02/21)|MP (1880/02/12 - 1881/07/13)|MP (1867/09/20 - 1874/10/06)|Senator (1887/05/12 - 1893/10/30),1821-03-12,False,St. Andrews,,Lower Canada,False,False,1893-10-30,True
11553,Aikins,James Cox,James Cox Aikins,M,,Liberal-Conservative (1896/01/07 - 1904/08/06)|Liberal-Conservative (1867/10/23 - 1882/05/30),Ontario (1896/01/07 - 1904/08/06)|Ontario (1867/10/23 - 1882/05/30),Ontario|Ontario,Senator (1896/01/07 - 1904/08/06)|Senator (1867/10/23 - 1882/05/30),1823-03-30,False,Toronto Township,,Upper Canada,False,False,1904-08-06,True
8624,Alexande,George,George Alexande,M,,Conservative (1867-1942) (1873/05/30 - 1891/05/29),Woodstock (1873/05/30 - 1891/05/29),Ontario,Senator (1873/05/30 - 1891/05/29),1814-05-21,False,Banffshire,,Scotland,False,False,1903-10-13,False
8444,Allan,George William,George William Allan,M,,Conservative (1867-1942) (1867/10/23 - 1901/07/24),York (1867/10/23 - 1901/07/24),Ontario,Senator (1867/10/23 - 1901/07/24),1822-01-09,False,York,,Upper Canada,False,False,1901-07-24,True
14587,Anglin,Timothy Warren,Timothy Warren Anglin,M,,Liberal Party of Canada (1877/07/02 - 1882/06/19)|Liberal Party of Canada (1867/09/20 - 1877/06/07),Gloucester (1877/07/02 - 1882/06/19)|Gloucester (1867/09/20 - 1877/06/07),New Brunswick|New Brunswick,MP (1877/07/02 - 1882/06/19)|MP (1867/09/20 - 1877/06/07),1822-08-31,False,Clonakilty,County Cork,Ireland,False,False,1896-05-04,False
3158,Appleby,Stephen Burpee,Stephen Burpee Appleby,M,,Liberal Party of Canada (1873/09/18 - 1878/09/16),Carleton (1873/09/18 - 1878/09/16),New Brunswick,MP (1873/09/18 - 1878/09/16),1836-01-01,True,Florenceville,New Brunswick,Canada,False,False,1903-12-10,False
4677,Archibald,Cyril,Cyril Archibald,M,,Liberal Party of Canada (1872/10/12 - 1878/09/16),Stormont (1872/10/12 - 1878/09/16),Ontario,MP (1872/10/12 - 1878/09/16),1837-05-01,True,Osnabruck,,Upper Canada,False,False,1914-04-13,False
5022,Archibald,Thomas Dickson,Thomas Dickson Archibald,M,,Liberal-Conservative (1867/10/23 - 1890/10/18),North Sydney (1867/10/23 - 1890/10/18),Nova Scotia,Senator (1867/10/23 - 1890/10/18),1813-04-08,False,Onslow,Nova Scotia,,False,False,1890-10-18,True
7820,Armand,Joseph François,Joseph François Armand,M,,Conservative (1867-1942) (1867/10/23 - 1903/01/01),Repentigny (1867/10/23 - 1903/01/01),Quebec,Senator (1867/10/23 - 1903/01/01),1820-12-14,False,Rivière-des-Prairies,,Lower Canada,False,False,1903-01-01,True
1109,Aylme,Henry,Henry Aylme,M,,Liberal Party of Canada (1874/12/04 - 1878/09/16)|Liberal Party of Canada (1874/01/22 - 1874/10/24),Richmond--Wolfe (1874/12/04 - 1878/09/16)|Richmond--Wolfe (1874/01/22 - 1874/10/24),Quebec|Quebec,MP (1874/12/04 - 1878/09/16)|MP (1874/01/22 - 1874/10/24),1843-04-25,False,Melbourne,,Canada East,False,False,1918-07-28,False
